timestamp_s,signal,label,anomaly_type,source
0.274,1.0660999075181263,0,normal,simulated
0.276,1.1819603398978682,0,normal,simulated
0.278,1.1357141721027482,0,normal,simulated
0.28,0.6292261956200744,0,normal,simulated
0.28200000000000003,0.14973607516167242,0,normal,simulated
0.28400000000000003,-0.33853786163743593,0,normal,simulated
0.28600000000000003,-0.45498252786733046,0,normal,simulated
0.28800000000000003,-0.8518073523068241,0,normal,simulated
0.29,-0.9925922423131182,0,normal,simulated
0.292,-1.059236408334253,0,normal,simulated
0.294,-0.9189061411076623,0,normal,simulated
0.296,-0.5779490828499332,0,normal,simulated
0.298,-0.35241969594015016,0,normal,simulated
0.3,-0.01586348370387814,0,normal,simulated
0.302,0.2645591774020861,0,normal,simulated
0.304,0.5170788114582483,0,normal,simulated
0.306,0.8561962615586827,0,normal,simulated
0.308,0.9926484733464388,0,normal,simulated
0.31,1.1278495076531438,0,normal,simulated
0.312,0.783540694923083,0,normal,simulated
0.314,0.5800276252040237,0,normal,simulated
0.316,0.07540367371039416,0,normal,simulated
0.318,-0.36718426380655017,0,normal,simulated
0.32,-0.6842969285157084,0,normal,simulated
0.322,-0.916850531955588,0,normal,simulated
0.324,-0.769440277485171,0,normal,simulated
0.326,-1.0644259186511276,0,normal,simulated
0.328,-0.7604790051283827,0,normal,simulated
0.33,-0.6780779701011805,0,normal,simulated
0.332,-0.15553258587743135,0,normal,simulated
0.334,0.1638283301748874,0,normal,simulated
0.336,0.46608988433590154,0,normal,simulated
0.338,0.7664369901622456,0,normal,simulated
0.34,0.8855777467522116,0,normal,simulated
0.342,1.04263394857648,0,normal,simulated
0.34400000000000003,0.8593287044319413,0,normal,simulated
0.34600000000000003,0.5619865295519704,0,normal,simulated
0.34800000000000003,0.2403307952527197,0,normal,simulated
0.35000000000000003,0.017258791772210968,0,normal,simulated
0.352,-0.21021542704362675,0,normal,simulated
0.354,-0.668547944571332,0,normal,simulated
0.356,-0.9166908850770024,0,normal,simulated
0.358,-0.9694441144680168,0,normal,simulated
0.36,-0.8204563421244763,0,normal,simulated
0.362,-0.7485749926394112,0,normal,simulated
0.364,-0.5228463971850951,0,normal,simulated
0.366,-0.014704362558331407,0,normal,simulated
0.368,0.29156553101100524,0,normal,simulated
0.37,0.7413608514920672,0,normal,simulated
0.372,0.8626513692241974,0,normal,simulated
0.374,0.8598403475566367,0,normal,simulated
0.376,0.8454713308041232,0,normal,simulated
0.378,1.0094207187251403,0,normal,simulated
0.38,0.7601518243708109,0,normal,simulated
0.382,0.2307379658365995,0,normal,simulated
0.384,-0.16365196567790302,0,normal,simulated
0.386,-0.33560924487748695,0,normal,simulated
0.388,-0.8812178109801353,0,normal,simulated
0.39,-1.0405292181907364,0,normal,simulated
0.392,-0.9336940489593677,0,normal,simulated
0.394,-0.94428756475198,0,normal,simulated
0.396,-0.6850592926006949,0,normal,simulated
0.398,-0.38446884253713653,0,normal,simulated
0.4,0.03375745487989042,0,normal,simulated
0.402,0.5088727388160516,0,normal,simulated
0.404,0.6936055966188579,0,normal,simulated
0.406,0.9692209317937044,0,normal,simulated
0.40800000000000003,0.7930095183251695,0,normal,simulated
0.41000000000000003,0.9461846761021439,0,normal,simulated
0.41200000000000003,0.6861902157465032,0,normal,simulated
0.41400000000000003,0.3598723680593495,0,normal,simulated
0.41600000000000004,0.037517996871435005,0,normal,simulated
0.418,-0.28210223123492134,0,normal,simulated
0.42,-0.4961949980568636,0,normal,simulated
0.422,-0.9769671972759687,0,normal,simulated
0.424,-0.9792241014692442,0,normal,simulated
0.426,-1.0307041940620483,0,normal,simulated
0.428,-0.8770952349382136,0,normal,simulated
0.43,-0.4875094697620239,0,normal,simulated
0.432,-0.19487834346447075,0,normal,simulated
0.434,0.25907304430857475,0,normal,simulated
0.436,0.4663031061767137,0,normal,simulated
0.438,0.7009189816087137,0,normal,simulated
0.44,0.9286706346071025,0,normal,simulated
0.442,1.0222764075553945,0,normal,simulated
0.444,0.9224843883113938,0,normal,simulated
0.446,0.5761082987053538,0,normal,simulated
0.448,0.3771735308474764,0,normal,simulated
0.45,0.022822833013897374,0,normal,simulated
0.452,-0.11637714893128415,0,normal,simulated
0.454,-0.49686264480051345,0,normal,simulated
0.456,-0.9901513875218989,0,normal,simulated
0.458,-1.0267650645831892,0,normal,simulated
0.46,-1.097400716478857,0,normal,simulated
0.462,-0.8295839441721414,0,normal,simulated
0.464,-0.4501931737426817,0,normal,simulated
0.466,-0.004747871475490634,0,normal,simulated
0.468,0.1757815033904892,0,normal,simulated
0.47000000000000003,0.5223706082856936,0,normal,simulated
0.47200000000000003,0.6295990225281447,0,normal,simulated
0.47400000000000003,0.9660206586741972,0,normal,simulated
0.47600000000000003,0.8760458095427321,0,normal,simulated
0.47800000000000004,0.7913839827654122,0,normal,simulated
0.48,0.5000991744757286,0,normal,simulated
0.482,0.23926363173961146,0,normal,simulated
0.484,-0.3011060726999596,0,normal,simulated
0.486,-0.6284581986407994,0,normal,simulated
0.488,-0.5575885315729516,0,normal,simulated
0.49,-1.0797987744225543,0,normal,simulated
0.492,-1.1077052862737364,0,normal,simulated
0.494,-0.7211356996338929,0,normal,simulated
0.496,-0.3940403890046527,0,normal,simulated
0.498,-0.48528121556722675,0,normal,simulated
0.5,-0.036824895678813835,0,normal,simulated
0.502,0.4022801077787235,0,normal,simulated
0.504,0.857416870369237,0,normal,simulated
0.506,0.8061413446231915,0,normal,simulated
0.508,0.9734989438340602,0,normal,simulated
0.51,1.0287902739013324,0,normal,simulated
0.512,0.8139898502224571,0,normal,simulated
0.514,0.4441380669787093,0,normal,simulated
0.516,0.11195093711271377,0,normal,simulated
0.518,-0.38617946800184444,0,normal,simulated
0.52,-0.6116026266899366,0,normal,simulated
0.522,-0.8709666745029035,0,normal,simulated
0.524,-0.9590702617660616,0,normal,simulated
0.526,-1.0378199726105908,0,normal,simulated
0.528,-0.7971740732475079,0,normal,simulated
0.53,-0.48651367051049627,0,normal,simulated
0.532,-0.23314695439801061,0,normal,simulated
0.534,0.16050887440421296,0,normal,simulated
0.536,0.48706920885949606,0,normal,simulated
0.538,0.7705216820849294,0,normal,simulated
0.54,0.8789007129408655,0,normal,simulated
0.542,1.0296761545956028,0,normal,simulated
0.544,0.8950983926246711,0,normal,simulated
0.546,0.8938639368217558,0,normal,simulated
0.548,0.5254600429322073,0,normal,simulated
0.55,0.038584655255650566,0,normal,simulated
0.552,-0.44443027365414567,0,normal,simulated
0.554,-0.795788253127027,0,normal,simulated
0.556,-0.7857127571571331,0,normal,simulated
0.558,-0.9717518059135571,0,normal,simulated
0.56,-0.9030421759559938,0,normal,simulated
0.562,-0.944971841473208,0,normal,simulated
0.5640000000000001,-0.38900982594590455,0,normal,simulated
0.5660000000000001,-0.07989119974287137,0,normal,simulated
0.5680000000000001,0.13764681872340845,0,normal,simulated
0.5700000000000001,0.5406327715474835,0,normal,simulated
0.5720000000000001,0.8706996459376656,0,normal,simulated
0.5740000000000001,0.9875339305643134,0,normal,simulated
0.5760000000000001,0.9530701321483319,0,normal,simulated
0.578,0.8339790986954277,0,normal,simulated
0.58,0.5625875144718052,0,normal,simulated
0.582,0.2639461383751216,0,normal,simulated
0.584,0.021815963735027005,0,normal,simulated
0.586,-0.7384195181948232,0,normal,simulated
0.588,-0.7941982692267449,0,normal,simulated
0.59,-0.9334052741579043,0,normal,simulated
0.592,-0.9684273294595631,0,normal,simulated
0.594,-0.9420185105981568,0,normal,simulated
0.596,-0.8602192841765575,0,normal,simulated
0.598,-0.33532500431328893,0,normal,simulated
0.6,0.17273502141639988,0,normal,simulated
0.602,0.21473841219305148,0,normal,simulated
0.604,0.7709299072984908,0,normal,simulated
0.606,0.8719745301537225,0,normal,simulated
0.608,0.9918942938453861,0,normal,simulated
0.61,0.8457666652247655,0,normal,simulated
0.612,0.7370676255402125,0,normal,simulated
0.614,0.611758133571622,0,normal,simulated
0.616,0.18359875776309637,0,normal,simulated
0.618,-0.07545872662384429,0,normal,simulated
0.62,-0.47004406339469434,0,normal,simulated
0.622,-0.8004192576090462,0,normal,simulated
0.624,-0.8078937981119065,0,normal,simulated
0.626,-0.9383879348548608,0,normal,simulated
0.628,-0.7615291078223124,0,normal,simulated
0.63,-0.6174423476459563,0,normal,simulated
0.632,-0.24203530557894432,0,normal,simulated
0.634,0.05559085123427124,0,normal,simulated
0.636,0.5807120675611878,0,normal,simulated
0.638,0.6526828804642965,0,normal,simulated
0.64,1.0292915505369182,0,normal,simulated
0.642,0.9789616226777565,0,normal,simulated
0.644,1.0219517618127554,0,normal,simulated
0.646,0.7596340048018176,0,normal,simulated
0.648,0.5501891684493705,0,normal,simulated
0.65,0.0730774691138728,0,normal,simulated
0.652,-0.5253285782499989,0,normal,simulated
0.654,-0.6912424232184996,0,normal,simulated
0.656,-1.0220277717254977,0,normal,simulated
0.658,-1.0498547126648987,0,normal,simulated
0.66,-0.7999336729674851,0,normal,simulated
0.662,-0.7067598616860241,0,normal,simulated
0.664,-0.5516467169595917,0,normal,simulated
0.666,-0.22670497020835534,0,normal,simulated
0.668,0.25196809645247475,0,normal,simulated
0.67,0.46612923735435924,0,normal,simulated
0.672,0.7772138977623513,0,normal,simulated
0.674,1.013488197883812,0,normal,simulated
0.676,1.0978184543393585,0,normal,simulated
0.678,0.9052040727244643,0,normal,simulated
0.68,0.3586563014326787,0,normal,simulated
0.682,0.2791265600678808,0,normal,simulated
0.684,-0.11812987624103723,0,normal,simulated
0.686,-0.44036464556442967,0,normal,simulated
0.6880000000000001,-0.6088922746106689,0,normal,simulated
0.6900000000000001,-1.1573803439756252,0,normal,simulated
0.6920000000000001,-1.0571370709473833,0,normal,simulated
0.6940000000000001,-0.8457364201866836,0,normal,simulated
0.6960000000000001,-0.8427065458740888,0,normal,simulated
0.6980000000000001,-0.22052964787931664,0,normal,simulated
0.7000000000000001,0.03683566127006781,0,normal,simulated
0.7020000000000001,0.4527829512690116,0,normal,simulated
0.704,0.6274527397764972,0,normal,simulated
0.706,0.9862034214626296,0,normal,simulated
0.708,1.1048738840271732,0,normal,simulated
0.71,0.9743443183088754,0,normal,simulated
0.712,0.7939533320456749,0,normal,simulated
0.714,0.508787998029918,0,normal,simulated
0.716,0.038998707090381154,0,normal,simulated
0.718,-0.2634427551888664,0,normal,simulated
0.72,-0.6030375055376818,0,normal,simulated
0.722,-0.8059885390666578,0,normal,simulated
0.724,-0.8823048260376547,0,normal,simulated
0.726,-1.0881408589265358,0,normal,simulated
0.728,-0.8568288285339802,0,normal,simulated
0.73,-0.4396396975265945,0,normal,simulated
0.732,-0.32304871004614255,0,normal,simulated
0.734,0.043108231835259095,0,normal,simulated
0.736,0.501984293284815,0,normal,simulated
0.738,0.8549517618243011,0,normal,simulated
0.74,0.9521991218512156,0,normal,simulated
0.742,1.1309227874719718,0,normal,simulated
0.744,0.9905064507226855,0,normal,simulated
0.746,0.7687291126177036,0,normal,simulated
0.748,0.42353620281710697,0,normal,simulated
0.75,0.2327653100346389,0,normal,simulated
0.752,-0.38864072157127194,0,normal,simulated
0.754,-0.8848993351353251,0,normal,simulated
0.756,-0.7444016163143049,0,normal,simulated
0.758,-1.0437966715239535,0,normal,simulated
0.76,-0.9402684718608564,0,normal,simulated
0.762,-0.6395581742897369,0,normal,simulated
0.764,-0.6419796282076164,0,normal,simulated
0.766,-0.25049795497493715,0,normal,simulated
0.768,0.08856209345296945,0,normal,simulated
0.77,0.5083716232899234,0,normal,simulated
0.772,0.8882915861037045,0,normal,simulated
0.774,1.034706035009966,0,normal,simulated
0.776,1.0099146686615457,0,normal,simulated
0.778,0.703051337112788,0,normal,simulated
0.78,0.3567749086292076,0,normal,simulated
0.782,0.25412524570390066,0,normal,simulated
0.784,-0.17251083692812083,0,normal,simulated
0.786,-0.4358150969300559,0,normal,simulated
0.788,-0.7003178801536576,0,normal,simulated
0.79,-0.9372323730892803,0,normal,simulated
0.792,-0.922013419890686,0,normal,simulated
0.794,-0.8819059150545155,0,normal,simulated
0.796,-0.6315406353685535,0,normal,simulated
0.798,-0.4385918789716631,0,normal,simulated
0.8,-0.017961141383151732,0,normal,simulated
0.802,0.3878021623503596,0,normal,simulated
0.804,0.7665999534704335,0,normal,simulated
0.806,0.8654529352435602,0,normal,simulated
0.808,1.050143454001482,0,normal,simulated
0.81,0.9244726371036142,0,normal,simulated
0.812,0.7587590260429791,0,normal,simulated
0.8140000000000001,0.5647055783041347,0,normal,simulated
0.8160000000000001,-0.07397280354111671,0,normal,simulated
0.8180000000000001,-0.3783371199723271,0,normal,simulated
0.8200000000000001,-0.7360037920367446,0,normal,simulated
0.8220000000000001,-1.0776895374868487,0,normal,simulated
0.8240000000000001,-1.0501136947442058,0,normal,simulated
0.8260000000000001,-0.907343860755917,0,normal,simulated
0.8280000000000001,-0.872816332140269,0,normal,simulated
0.8300000000000001,-0.5680062440982899,0,normal,simulated
0.8320000000000001,-0.13976813749378694,0,normal,simulated
0.834,0.2581018467910525,0,normal,simulated
0.836,0.4748398806290748,0,normal,simulated
0.838,0.9058718317327219,0,normal,simulated
0.84,0.9602691821385583,0,normal,simulated
0.842,0.9142869060455272,0,normal,simulated
0.844,0.8453870172461505,0,normal,simulated
0.846,0.5364934546722014,0,normal,simulated
0.848,0.27931116731133965,0,normal,simulated
0.85,-0.03580166880743312,0,normal,simulated
0.852,-0.2877660507468001,0,normal,simulated
0.854,-0.5124701228120697,0,normal,simulated
0.856,-1.0430452040037197,0,normal,simulated
0.858,-0.9587439816022786,0,normal,simulated
0.86,-1.0551109102109155,0,normal,simulated
0.862,-0.7230435339294744,0,normal,simulated
0.864,-0.4948623391705035,0,normal,simulated
0.866,-0.3084238161490841,0,normal,simulated
0.868,0.34151958632169566,0,normal,simulated
0.87,0.5272851810115863,0,normal,simulated
0.872,0.7909379016646455,0,normal,simulated
0.874,0.8753120095997184,0,normal,simulated
0.876,0.9168589230599362,0,normal,simulated
0.878,0.8871169695715205,0,normal,simulated
0.88,0.5688608181988378,0,normal,simulated
0.882,0.2815560873931181,0,normal,simulated
0.884,-0.0891410481713951,0,normal,simulated
0.886,-0.3496875085488935,0,normal,simulated
0.888,-0.8047918578622175,0,normal,simulated
0.89,-1.0987422979797192,0,normal,simulated
0.892,-0.8913044867710735,0,normal,simulated
0.894,-0.9379758696757512,0,normal,simulated
0.896,-0.5730878614709682,0,normal,simulated
0.898,-0.3297868413664351,0,normal,simulated
0.9,-0.013113753020348212,0,normal,simulated
0.902,0.4030021420892861,0,normal,simulated
0.904,0.8796483619413159,0,normal,simulated
0.906,1.1125251053713894,0,normal,simulated
0.908,1.004964841941548,0,normal,simulated
0.91,0.9670755756268621,0,normal,simulated
0.912,0.8781372585224357,0,normal,simulated
0.914,0.39718757082499956,0,normal,simulated
0.916,0.15864027082613222,0,normal,simulated
0.918,-0.2512761719602291,0,normal,simulated
0.92,-0.5563944311467008,0,normal,simulated
0.922,-0.9276648060969547,0,normal,simulated
0.924,-1.1412440000595836,0,normal,simulated
0.926,-1.1895855943278217,0,normal,simulated
0.928,-0.9560663368009765,0,normal,simulated
0.93,-0.6336527807864148,0,normal,simulated
0.932,-0.27800904582975,0,normal,simulated
0.934,0.3190563498072555,0,normal,simulated
0.936,0.5923530110924367,0,normal,simulated
0.9380000000000001,0.6743041311416145,0,normal,simulated
0.9400000000000001,0.9858273615402493,0,normal,simulated
0.9420000000000001,0.9573189047932396,0,normal,simulated
0.9440000000000001,0.8763906686620179,0,normal,simulated
0.9460000000000001,0.7030796708702263,0,normal,simulated
0.9480000000000001,0.4300416643822251,0,normal,simulated
0.9500000000000001,-0.033925848388383896,0,normal,simulated
0.9520000000000001,-0.2617393994112435,0,normal,simulated
0.9540000000000001,-0.7987409285429234,0,normal,simulated
0.9560000000000001,-0.9041931462297854,0,normal,simulated
0.9580000000000001,-0.7382593557686885,0,normal,simulated
0.96,-0.928748542032637,0,normal,simulated
0.962,-0.6271917921151823,0,normal,simulated
0.964,-0.47260165628441686,0,normal,simulated
0.966,-0.06725552403135912,0,normal,simulated
0.968,0.24301156772557048,0,normal,simulated
0.97,0.5707444941760326,0,normal,simulated
0.972,0.7663796858294548,0,normal,simulated
0.974,1.0253173866244412,0,normal,simulated
0.976,0.8971335318101165,0,normal,simulated
0.978,0.910886449133376,0,normal,simulated
0.98,0.6963139527370756,0,normal,simulated
0.982,0.2853430278886006,0,normal,simulated
0.984,-0.15395810691984088,0,normal,simulated
0.986,-0.4363571161708337,0,normal,simulated
0.988,-0.8013805483304158,0,normal,simulated
0.99,-0.8575018037486287,0,normal,simulated
0.992,-1.1811673368497848,0,normal,simulated
0.994,-0.9383877892778937,0,normal,simulated
0.996,-0.8836283054411114,0,normal,simulated
0.998,-0.5176306357074099,0,normal,simulated
1.0,0.13638622298136938,0,normal,simulated
1.002,0.45764305088181795,0,normal,simulated
1.004,0.6125990826002011,0,normal,simulated
1.006,0.7545767068619209,0,normal,simulated
1.008,0.7015738446441045,0,normal,simulated
1.01,0.8967069655018935,0,normal,simulated
1.012,1.0125547440005425,0,normal,simulated
1.014,0.5252421012481058,0,normal,simulated
1.016,0.06937600495936552,0,normal,simulated
1.018,-0.20218186621480522,0,normal,simulated
1.02,-0.7438810875918941,0,normal,simulated
1.022,-0.8740602617717734,0,normal,simulated
1.024,-0.9723395034271113,0,normal,simulated
1.026,-0.9908973159107988,0,normal,simulated
1.028,-0.7652473133330118,0,normal,simulated
1.03,-0.5533207296688827,0,normal,simulated
1.032,-0.18185728535408172,0,normal,simulated
1.034,0.05649600534122007,0,normal,simulated
1.036,0.5715352149427547,0,normal,simulated
1.038,0.9334069375381713,0,normal,simulated
1.04,0.8540415643300099,0,normal,simulated
1.042,0.9092571628568167,0,normal,simulated
1.044,1.038405486098054,0,normal,simulated
1.046,0.6654127072591877,0,normal,simulated
1.048,0.5085066918913488,0,normal,simulated
1.05,-0.04425357118919291,0,normal,simulated
1.052,-0.22261999505760097,0,normal,simulated
1.054,-0.6713985242481321,0,normal,simulated
1.056,-0.8790041701337394,0,normal,simulated
1.058,-0.8415549262612808,0,normal,simulated
1.06,-0.9872335640395753,0,normal,simulated
1.062,-0.8646254523683004,0,normal,simulated
1.064,-0.5266100949045551,0,normal,simulated
1.066,-0.08009983850000449,0,normal,simulated
1.068,0.09211397994678058,0,normal,simulated
1.07,0.6515323425575819,0,normal,simulated
1.072,0.7904507937402335,0,normal,simulated
1.074,1.0970685168020406,0,normal,simulated
1.076,0.7428612202386422,0,normal,simulated
1.078,0.7656713479916051,0,normal,simulated
1.08,0.41913843716908084,0,normal,simulated
1.082,0.16606694052846244,0,normal,simulated
1.084,-0.10056664345339779,0,normal,simulated
1.086,-0.49967633664667194,0,normal,simulated
1.088,-0.7958509996705893,0,normal,simulated
1.09,-0.966975003433156,0,normal,simulated
1.092,-0.9776879043662785,0,normal,simulated
1.094,-1.005680656660331,0,normal,simulated
1.096,-0.6138621418387915,0,normal,simulated
1.098,-0.30185795564614826,0,normal,simulated
1.1,0.038503793765609126,0,normal,simulated
1.102,0.42377789695979473,0,normal,simulated
1.104,0.7141889060095404,0,normal,simulated
1.106,1.108334382739126,0,normal,simulated
1.108,0.98931731132302,0,normal,simulated
1.11,0.9203481944617018,0,normal,simulated
1.112,0.6951604847400512,0,normal,simulated
1.114,0.3785274070439394,0,normal,simulated
1.116,0.000886054804214706,0,normal,simulated
1.118,-0.33756961848794764,0,normal,simulated
1.12,-0.5948532904576737,0,normal,simulated
1.122,-0.8108984126522343,0,normal,simulated
1.124,-0.9771730448734728,0,normal,simulated
1.1260000000000001,-1.0588407784716614,0,normal,simulated
1.1280000000000001,-0.7543094691000277,0,normal,simulated
1.1300000000000001,-0.5138439850623765,0,normal,simulated
1.1320000000000001,-0.26465471790706313,0,normal,simulated
1.1340000000000001,0.06004161909781701,0,normal,simulated
1.1360000000000001,0.5365964661846979,0,normal,simulated
1.1380000000000001,0.7893106015243957,0,normal,simulated
1.1400000000000001,0.8062437903536528,0,normal,simulated
1.1420000000000001,0.9912287028298309,0,normal,simulated
1.1440000000000001,0.9310306336734601,0,normal,simulated
1.1460000000000001,0.5945776272799034,0,normal,simulated
1.1480000000000001,0.38710889196841824,0,normal,simulated
1.1500000000000001,-0.14548224852577404,0,normal,simulated
1.1520000000000001,-0.23450594268347416,0,normal,simulated
1.154,-0.5597521074227076,0,normal,simulated
1.156,-0.9300787858963021,0,normal,simulated
1.158,-0.9616812946443616,0,normal,simulated
1.16,-1.192048712875157,0,normal,simulated
1.162,-0.8861480088023429,0,normal,simulated
1.164,-0.5111315661169644,0,normal,simulated
1.166,-0.23254653570704026,0,normal,simulated
1.168,0.32012953542789035,0,normal,simulated
1.17,0.7875149053672397,0,normal,simulated
1.172,0.7266664535590582,0,normal,simulated
1.174,0.8985409103201637,0,normal,simulated
1.176,1.0058320875596891,0,normal,simulated
1.178,1.0054395403520036,0,normal,simulated
1.18,0.465547821038507,0,normal,simulated
1.182,0.27359349939558697,0,normal,simulated
1.184,0.056796651517054764,0,normal,simulated
1.186,-0.6469295889196163,0,normal,simulated
1.188,-0.8986201634603478,0,normal,simulated
1.19,-0.9934171769412226,0,normal,simulated
1.192,-1.0500855697138145,0,normal,simulated
1.194,-0.8235669236906712,0,normal,simulated
1.196,-0.6603811339466392,0,normal,simulated
1.198,-0.5456207586489168,0,normal,simulated
1.2,0.051541040290043846,0,normal,simulated
1.202,0.31037066394906965,0,normal,simulated
1.204,0.8119918276227927,0,normal,simulated
