window_id,window_start_s,window_end_s,label,anomaly_type,mean,standard_deviation,rms,minimum,maximum,peak_to_peak,median,kurtosis,dominant_frequency_hz,spectral_energy
33,33.0,33.998000000000005,0,normal,0.005861922361534728,0.7116727352406705,0.7116968766397042,-1.1842150364421271,1.151507660888155,2.335722697330282,0.02927098588642405,-1.4345410308301545,30.0,252.24041446657614
34,34.0,34.998000000000005,0,normal,0.00606413597574494,0.7195590369945052,0.7195845895136943,-1.2887662656431544,1.271202650149143,2.5599689157922976,0.0309403277856336,-1.4293736980635352,30.0,257.8699842611267
37,37.0,37.998000000000005,0,normal,-0.005986347287509269,0.7172237181961544,0.7172487004498254,-1.2535652394028192,1.2014943181420925,2.455059557544912,-0.04155331329866935,-1.4492870491433723,30.0,256.2120694329792
38,38.0,38.998000000000005,0,normal,-0.00219879743655053,0.714092230520935,0.7140956157270054,-1.2467342896842966,1.20081442694028,2.447548716624577,-0.02224732635585345,-1.437210433600025,30.0,253.95112955220722
39,39.0,39.998000000000005,0,normal,0.0015840955897368106,0.7196953558901097,0.7196970992359417,-1.2207807221392093,1.170327832690205,2.3911085548294144,-0.0034817728194189,-1.440431256517129,30.0,257.9553802342639
40,40.0,40.998,0,normal,0.002472916418572319,0.7170429932918361,0.7170472575392288,-1.177603097475383,1.2020556652283676,2.379658762703751,-0.014872254796640401,-1.4591325538998539,30.0,256.0606760066362
41,41.0,41.998,0,normal,0.0050761972189337055,0.716683640857838,0.7167016177262696,-1.1819478172793951,1.219483883418698,2.401431700698093,0.019103621765484198,-1.43917216916304,30.0,255.79507468455805
42,42.0,42.998,0,normal,-0.002370907806401367,0.7179290343030491,0.717932949166658,-1.2174727330551631,1.2014073615445175,2.4188800945996807,0.00412801708550805,-1.4370007555581685,30.0,256.69288726125797
43,43.0,43.998,0,normal,0.0065756102198438636,0.7071467444956376,0.7071773164493766,-1.2154059697797677,1.1763533144369418,2.3917592842167092,0.02064934214316395,-1.481257521235317,30.0,249.03685529980228
44,44.0,44.998,0,normal,0.0060962291323442145,0.7101401345339958,0.7101663007251159,-1.1704074965271696,1.165758970531959,2.3361664670591287,0.01835630032148705,-1.4433491824001448,30.0,251.14843089038703
47,47.0,47.998,0,normal,-0.0011091980551108662,0.715056760088396,0.7150576203834481,-1.1849502343605454,1.2777184846460696,2.462668719006615,-0.01089658755383135,-1.469143542158123,30.0,254.63627246158805
48,48.0,48.998,0,normal,-0.004742765970859086,0.7148020974139052,0.7148178315461724,-1.275038990247286,1.2744336544339374,2.5494726446812237,0.0016681446448372,-1.4153682526679798,30.0,254.457361439362
49,49.0,49.998,0,normal,-0.005793250876432741,0.7047228102875701,0.7047466219112566,-1.1764841384827984,1.206491518683796,2.382975657166594,-0.01356749672506205,-1.4454962531746771,30.0,247.36312969608832
52,52.0,52.998000000000005,0,normal,0.00815411942024478,0.7115593086133918,0.7116060281770299,-1.207447191612445,1.2506070409608203,2.4580542325732653,0.0341323406457689,-1.4355284674359983,30.0,252.15081131040748
53,53.0,53.998000000000005,0,normal,0.0026396305279113644,0.7152197984637052,0.7152246694317715,-1.2419231821149763,1.267255319222345,2.5091785013373213,-0.018975845775561398,-1.4579899533606844,30.0,254.75576211859203
54,54.0,54.998000000000005,0,normal,-0.0017205045200851922,0.7103216845988368,0.7103237682544018,-1.224667400983288,1.2244327745218884,2.4491001755051762,0.01644429118268395,-1.429609542156608,30.0,251.3009060489224
57,57.0,57.998000000000005,0,normal,0.001221682250257453,0.7120030362379604,0.7120040843419332,-1.2122483308566456,1.184442972192925,2.396691303049571,0.00740529575359475,-1.4437912136179702,30.0,252.46577662070573
58,58.0,58.998000000000005,0,normal,0.0027226900045598714,0.708194709842015,0.7081999435816673,-1.1688552810766863,1.2968000622547753,2.465655343331462,0.0355398021641813,-1.4432364112259057,30.0,249.77339433888284
59,59.0,59.998000000000005,0,normal,-0.0028162065676612135,0.7125025359815941,0.7125081015677187,-1.16448992308108,1.179305549858433,2.343795472939513,0.009574995019448699,-1.4417079240608695,30.0,252.81995473275362
60,60.0,60.998,0,normal,0.008208757531561587,0.7092298230249989,0.7092773262753317,-1.2555399775058766,1.2173411858909855,2.4728811633968624,-0.0023868725860689503,-1.460758894669825,30.0,250.51152237032622
61,61.0,61.998,0,normal,-0.005321309306657032,0.7298889219561555,0.7299083193984406,-1.3356086627196218,1.2428207940700653,2.578429456789687,0.00586112289552705,-1.4521619420443137,30.0,265.3159280629124
62,62.0,62.998,0,normal,-0.005274381340791786,0.7169546945368875,0.7169740951505919,-1.3420503223988691,1.2212934969162443,2.5633438193151132,-0.01543610019044025,-1.4543152300644724,30.0,256.039836962468
63,63.0,63.998,0,normal,0.0008895629082937133,0.7075026364735706,0.7075031957095468,-1.2783531709851197,1.2224004783047544,2.500753649289874,-0.0137542349913649,-1.4428310181758874,30.0,249.28427488836434
64,64.0,64.998,0,normal,-0.0016844204543116123,0.7118974106239163,0.7118994033747351,-1.2528162944290973,1.3270964097904765,2.5799127042195735,-0.01969161800861545,-1.4225515170649081,30.0,252.4096713895097
67,67.0,67.998,0,normal,-0.00955431761850157,0.7043775696810248,0.7044423650341467,-1.2180273223784357,1.1808373720134857,2.3988646943919214,-0.022464705743549702,-1.439307558215622,30.0,247.0941633475344
68,68.0,68.998,0,normal,-0.0006706653162019665,0.7113390082359372,0.7113393243945206,-1.1671160083766092,1.180857129769722,2.3479731381463314,-0.0106944693277612,-1.4460644089567813,30.0,251.99362024473982
69,69.0,69.998,0,normal,0.004626371019902461,0.7195826220906191,0.7195974939670264,-1.228765001210858,1.2006668565419596,2.4294318577528173,0.022533260948601898,-1.4592551735071517,30.0,257.90483573725203
72,72.0,72.998,0,normal,-0.0062095654631402425,0.7107438986254213,0.7107710237034879,-1.2138513651936396,1.177171603063916,2.3910229682575554,-0.0113633499022655,-1.462472907971676,30.0,251.60041889278065
73,73.0,73.998,0,normal,0.0003598469265040842,0.7188849455837397,0.7188850356466928,-1.1850016071099043,1.1527924892398955,2.3377940963498,-0.00739967067891785,-1.4364852434901632,30.0,257.3700221364694
74,74.0,74.998,0,normal,-0.0011165231714102837,0.7086690544157445,0.7086699339682033,-1.177403003085734,1.1753205468270118,2.3527235499127457,-0.0218960091674893,-1.4452733119773487,30.0,250.11589222676463
77,77.0,77.998,0,normal,0.002127657720094316,0.7137080193754418,0.7137111907825111,-1.163020517574828,1.215359250685787,2.378379768260615,0.0030879857632356497,-1.4185769227244096,30.0,253.6760791766977
78,78.0,78.998,0,normal,0.005502422511631918,0.7085244666787913,0.7085458323467595,-1.2000291091628654,1.1714456844990415,2.371474793661907,0.026689183092189747,-1.443328188280953,30.0,250.01009860414345
79,79.0,79.998,0,normal,-0.010601097596308616,0.7164027233504996,0.7164811548772646,-1.2313051581396874,1.3115314583679107,2.542836616507598,-0.049140144340138206,-1.4307591755855038,30.0,255.60267025548714
80,80.0,80.998,0,normal,-0.002963351345504326,0.7079221463032113,0.7079283485478897,-1.2359523813764814,1.1981941888695438,2.434146570246025,-0.0008614699550363,-1.438500384415266,30.0,249.58427231525766
81,81.0,81.998,0,normal,-0.004806598968858043,0.7147187868463434,0.7147349492397558,-1.2240153059077443,1.2006945735744996,2.424709879482244,-0.0144180914651538,-1.4247919860003628,30.0,254.40693347392178
82,82.0,82.998,0,normal,-0.008844654987472037,0.7140168690047151,0.7140716470671161,-1.1430839609260517,1.2031082326828022,2.3461921936088537,-0.0134010261831541,-1.4573260554368648,30.0,253.89486624282554
83,83.0,83.998,0,normal,-0.0006972178045601401,0.7067276421651065,0.7067279860829893,-1.2359048175044838,1.2524417194262825,2.4883465369307665,0.0327287741095134,-1.4093890493886916,30.0,248.73713520129485
84,84.0,84.998,0,normal,0.0026820559002866838,0.7129827967981602,0.7129878413787847,-1.1978946442661378,1.2843920292403777,2.4822866735065157,-0.01396076943620965,-1.4298047710034947,30.0,253.17104421597847
87,87.0,87.998,0,normal,0.0015861244465218518,0.722052847207959,0.722054589315711,-1.179614380335987,1.2111871232397564,2.3908015035757435,-0.010901721361791749,-1.4232603002393087,30.0,259.6521436535379
88,88.0,88.998,0,normal,0.0030761027600502366,0.7084928214506246,0.708499499262531,-1.2240262381900762,1.180628994323203,2.404655232513279,-0.0298817110764212,-1.4355854489482425,30.0,249.98278885022577
89,89.0,89.998,0,normal,0.0062105508736594005,0.70664984987054,0.7066771407539733,-1.2229729154191022,1.2488718727939794,2.4718447882130814,-0.01830824827632035,-1.4529967995238364,30.0,248.6873702163571
92,92.0,92.998,0,normal,-0.005600173143086735,0.7191896404243557,0.7192114437583337,-1.2080458611758251,1.2371440589714229,2.4451899201472482,-0.0051174071702336,-1.4390506154173799,30.0,257.6120106480578
93,93.0,93.998,0,normal,-0.006612436350655708,0.7065639452653479,0.7065948861005329,-1.2169668194106606,1.2374967987608,2.4544636181714607,-0.031718283601789396,-1.442462883861967,30.0,248.62181727779372
94,94.0,94.998,0,normal,1.9367556509215954e-05,0.7132058126085997,0.7132058128715688,-1.2492837954582945,1.2394440626733951,2.4887278581316896,0.03521586018866815,-1.4272550224657423,30.0,253.32560534290502
97,97.0,97.998,0,normal,0.0025141401943091584,0.7173815708948852,0.7173859764175279,-1.2073871850347762,1.1893237671187098,2.396710952153486,0.013880706274032002,-1.4619013991711782,30.0,256.2962262135434
98,98.0,98.998,0,normal,0.006005423087987653,0.709275143436064,0.709300566898628,-1.1504291718409567,1.2032725449171773,2.3537017167581338,-0.0012744869745651,-1.4586897829592909,30.0,250.54603719703002
99,99.0,99.998,0,normal,-0.0034880534604065315,0.7197200597355956,0.7197285119423518,-1.209354820653478,1.2351451703446543,2.4444999909981324,-0.00270417300833895,-1.4278331637387482,30.0,257.98992216752174
100,100.0,100.998,0,normal,-0.003931176494262545,0.7187787927488047,0.7187895429498529,-1.1951941358089524,1.2696363470736045,2.464830482882557,0.01419458203616395,-1.4399982988536342,30.0,257.2924003707169
101,101.0,101.998,0,normal,-0.0005736863047287093,0.7148733013524471,0.7148735315442326,-1.2076532826751811,1.142528490164902,2.350181772840083,-0.0039759629367213,-1.4507015385944955,30.0,254.53269495524842
102,102.0,102.998,0,normal,-0.004172880074893714,0.7143851026234065,0.7143972898733411,-1.190728867705199,1.2313680592481433,2.4220969269533423,0.0070033504416911006,-1.4394703217099114,30.0,254.15892879622186
103,103.0,103.998,0,normal,0.006409859676345276,0.7193419537074084,0.7193705113949708,-1.1736552531334223,1.1960279238488682,2.3696831769822904,0.0191016849914738,-1.445865325552212,30.0,257.6957595366295
104,104.0,104.998,0,normal,-0.003761339592721831,0.7056241556351589,0.7056341805010317,-1.1192274323105986,1.1858924377119429,2.3051198700225415,-0.0037789444606863495,-1.453843119229683,30.0,247.96122451359838
107,107.0,107.998,0,normal,0.0015954618742859705,0.7175560340494206,0.7175578077753217,-1.2921387596461469,1.2327404766595689,2.5248792363057158,0.01897653041369655,-1.4377953123790463,30.0,256.47384030846376
108,108.0,108.998,0,normal,-0.0015636695150809152,0.7174234382178716,0.7174251422738854,-1.2318093552354847,1.1567547045278133,2.388564059763298,0.01649724552441445,-1.4552895769578242,30.0,256.3231421840618
109,109.0,109.998,0,normal,-0.003813111828675898,0.7149746544981624,0.7149848224938659,-1.2208257923369747,1.1360362859412023,2.3568620782781773,0.014753692074199999,-1.4660204784469297,30.0,254.5902086078989
112,112.0,112.998,0,normal,0.0032788149244389574,0.7091649681750609,0.7091725479134424,-1.2906032511281094,1.1804529198259657,2.471056170954075,-0.0006062970164731505,-1.443535908543943,30.0,250.45582722098683
113,113.0,113.998,0,normal,0.007057279110851498,0.7179425756514823,0.717977260866619,-1.2054755074801735,1.2308255565427877,2.4363010640229614,0.0072592698681363,-1.4551487619191121,30.0,256.6994012092347
114,114.0,114.998,0,normal,-0.0007975646574700917,0.7144600016632955,0.7144604468311028,-1.2335780283251705,1.2675274730125627,2.501105501337733,0.0191550708286637,-1.4340448858860002,30.0,254.21129471336553
117,117.0,117.998,0,normal,0.0036404108718448088,0.7172130185031312,0.7172222573942395,-1.2112337638028416,1.1581822641210875,2.369416027923929,-0.00282848821515295,-1.4426153632989611,30.0,256.1760802664788
118,118.0,118.998,0,normal,-0.0047908468814702905,0.7129223238189962,0.7129384209125774,-1.2138000313498625,1.1670874862235288,2.3808875175733912,-0.02279268061271445,-1.4411479162725558,30.0,253.13084907457912
119,119.0,119.998,0,normal,-0.0005268305327090253,0.7151050814258907,0.7151052754885395,-1.192273681139422,1.255280726895191,2.447554408034613,-0.0105447471209761,-1.4250473478180847,30.0,254.67147774206006
120,120.0,120.998,0,normal,-0.0056909980276640335,0.7192598129013074,0.7192823269852906,-1.2459752376140023,1.2313600469759782,2.4773352845899805,-0.0033324166388409,-1.4321350372520638,30.0,257.63692351280946
121,121.0,121.998,0,normal,-0.003384066700833774,0.7149347709021938,0.7149427799148741,-1.2354458432054096,1.188135497247742,2.4235813404531514,0.01326751524297655,-1.4691044374358715,30.0,254.55874271253703
122,122.0,122.998,0,normal,-0.0020963018081462375,0.7139920886541564,0.7139951660494598,-1.19327652460526,1.2028700259992255,2.3961465506044854,-0.0024516412417028,-1.4414445626982555,30.0,254.018960051869
123,123.0,123.998,0,normal,-0.003562374687457296,0.7097732571767784,0.7097821969567474,-1.144396068994434,1.179960548007006,2.32435661700144,0.0006579751050939,-1.4526794323963046,30.0,250.88571085523185
124,124.0,124.998,0,normal,0.0013970963845165252,0.7078795373660618,0.7078809160444272,-1.1804531173078068,1.1873217410293446,2.3677748583371514,0.01088176870368255,-1.4510972655702832,30.0,249.55078672538787
127,127.0,127.998,0,normal,-0.0030715380836986474,0.7197172592151988,0.7197238133884674,-1.2453004992753964,1.2645638364307707,2.509864335706167,-0.0089858185039366,-1.46787283306498,30.0,257.96758349507195
128,128.0,128.998,0,normal,-0.0008936603861135363,0.7143103377901927,0.7143108968109229,-1.2807471718316026,1.2254149893422666,2.506162161173869,0.028485967570077403,-1.451287969988976,30.0,254.11254429242834
129,129.0,129.998,0,normal,-0.00264915805042245,0.7132845911149521,0.7132895106199171,-1.1870095296871337,1.179590128469649,2.3665996581567827,-0.00403187501099835,-1.4473151337340175,30.0,253.37628185757984
132,132.0,132.998,0,normal,-0.008168058853918223,0.7187734897626322,0.7188198987027234,-1.2249579106408104,1.288244293077192,2.513202203718002,0.004941284933654699,-1.4381186914219772,30.0,257.30402539227566
133,133.0,133.998,0,normal,-0.003936671131173985,0.7098985770669543,0.7099094921898716,-1.1830650617709204,1.157450178470351,2.340515240241271,0.02760866047771845,-1.4743294381909486,30.0,250.97802228277777
134,134.0,134.998,0,normal,-0.0058552254754641936,0.7126088760693806,0.7126329307001146,-1.2017163537819902,1.2695140717458735,2.471230425527864,0.004471063657428701,-1.4514479664104276,30.0,252.90220649458516
137,137.0,137.998,0,normal,-9.748892093218831e-05,0.7194865640272915,0.7194865706320637,-1.2309943335754692,1.2134655173006577,2.444459850876127,-0.028498050868311,-1.441095813550826,30.0,257.8026238527798
138,138.0,138.998,0,normal,-0.00528652743789514,0.7075673694464145,0.70758711808347,-1.2034547189889473,1.2442642413053089,2.447718960294256,-0.0368470245098182,-1.4308452554531872,30.0,249.37397115004808
139,139.0,139.998,0,normal,0.005561737698251756,0.7127058670889818,0.7127275678050354,-1.2085664127876,1.1797593287080033,2.388325741495603,0.02150719161166045,-1.444015779562559,30.0,252.9635603558241
140,140.0,140.998,0,normal,0.0005388631967142552,0.7212216308203049,0.7212218321270126,-1.288474620453643,1.1516843827501648,2.440159003203808,-0.0031731742060777997,-1.4684216973809243,30.0,259.0447501188434
141,141.0,141.998,0,normal,-0.0020010500858944472,0.7136246367624405,0.7136274422944869,-1.173860223941784,1.1482538139842264,2.3221140379260103,-0.0203599276356689,-1.4525788191955502,30.0,253.61560482601718
142,142.0,142.998,0,normal,-0.0020951598046781345,0.7184305211947017,0.7184335762467523,-1.221706738233854,1.203943328811611,2.4256500670454653,-0.030682578687485702,-1.4566154760161136,30.0,257.0710517169395
143,143.0,143.998,0,normal,-0.005849368368666089,0.7145352429669387,0.7145591847790738,-1.2966395835946911,1.1665299563659213,2.4631695399606124,0.00829259182108605,-1.453352721936606,30.0,254.29003985183135
144,144.0,144.998,0,normal,-0.00031049199732671793,0.7183603192058153,0.7183603863067348,-1.1805101537530152,1.2240596647701292,2.4045698185231443,0.0052198599725751995,-1.4269352245438274,30.0,256.9933851071383
147,147.0,147.998,0,normal,-0.0030805205371608312,0.7152928892724559,0.7152995226130923,-1.1344663553044387,1.2117339874359505,2.3462003427403895,-0.02933026667381275,-1.4695163350410034,30.0,254.81052546487066
148,148.0,148.998,0,normal,-0.005085908232154289,0.7057880986503041,0.7058064229368823,-1.2037624605503374,1.2340341933397627,2.4377966538901,-0.010120180631460099,-1.4348791593274621,30.0,248.12953402371295
149,149.0,149.998,0,normal,0.0023250636831549988,0.7083716951642189,0.7083755108916172,-1.229613879306004,1.2018117187477453,2.4314255980537496,-0.02084507428163125,-1.4518184505385021,30.0,249.90680505474566
152,152.0,152.998,0,normal,-0.0022029530224352448,0.7112635009114905,0.7112669124392678,-1.2051431533488053,1.180840275546657,2.385983428895462,0.0006506553212867999,-1.4503049381025515,30.0,251.9492950876581
153,153.0,153.998,0,normal,-0.006807525999339534,0.7091279550492191,0.7091606299298622,-1.168432227908287,1.166113791558949,2.3345460194672363,-0.0313540160336723,-1.461004699691584,30.0,250.4295260244967
154,154.0,154.998,0,normal,-0.01485417285522022,0.7094574458686469,0.7096129324847997,-1.2222439747872624,1.260018146262528,2.48226212104979,0.00409106691999225,-1.434499526166083,30.0,250.6622879351609
157,157.0,157.998,0,normal,-0.003985735500676531,0.7111816644120168,0.7111928331214592,-1.1770288602246513,1.2585434207070323,2.4355722809316838,-0.0249197859262758,-1.4369018065872927,30.0,251.88240020948336
158,158.0,158.998,0,normal,-0.002773963260793891,0.7154226926209903,0.7154280704509994,-1.140734833938856,1.2114158232473238,2.35215065718618,0.0191572299191349,-1.4351517195596282,30.0,254.90412548639029
159,159.0,159.998,0,normal,0.0012555239062220758,0.7146840524917324,0.7146851553140615,-1.1473986321329186,1.1817773768378197,2.3291760089707383,0.0416653838540337,-1.4587619740103455,30.0,254.37430689142482
160,160.0,160.998,0,normal,-0.004281954793344418,0.7120854078505805,0.7120982819882238,-1.1801116196537909,1.272228652819595,2.4523402724733856,-0.009279265126951049,-1.4394591608565859,30.0,252.5227274543749
161,161.0,161.998,0,normal,0.0006149390039509217,0.7200753710429713,0.7200756336195882,-1.2751781975271057,1.2628222434816117,2.5380004410087174,-0.02417360311208415,-1.43599149131766,30.0,258.2254176621326
162,162.0,162.998,0,normal,-0.00768945276617105,0.7161718522417495,0.716213131426129,-1.1904646017627716,1.2584256383089856,2.448890240071757,-0.0028451581743069,-1.4231796725341257,30.0,255.42987956213244
163,163.0,163.998,0,normal,-0.0009605028909851426,0.7109868874781028,0.7109875362702246,-1.19616094631717,1.1599073725797655,2.3560683188969356,-0.0029996387381391,-1.483747528001104,30.0,251.76610993316368
164,164.0,164.998,0,normal,0.0032884361276699844,0.7133166559853644,0.713324235897189,-1.24521659825612,1.308537419061334,2.5537540173174538,-0.0346075488982406,-1.4430335661395022,30.0,253.40090863780662
167,167.0,167.998,0,normal,-0.005940385673521634,0.7042047843199597,0.7042298392152033,-1.1803787436993614,1.1828878111958234,2.363266554895185,-0.01822173693624235,-1.4586234885164173,30.0,246.97754824984708
168,168.0,168.998,0,normal,0.00021788572303524712,0.716090122819268,0.716090155967461,-1.1884893265134162,1.2061592303749191,2.3946485568883356,-0.01810968832658325,-1.4439224489497837,30.0,255.37157637200988
169,169.0,169.998,0,normal,-0.0011789974120144406,0.7170672567118463,0.7170682259612057,-1.2064932314669476,1.1872207756585664,2.393714007125514,0.0010245438594795062,-1.4667171635287375,30.0,256.0688882142282
172,172.0,172.998,0,normal,-0.0015573576080175169,0.7082867275970823,0.7082884397284082,-1.2225697561663191,1.1865110187362196,2.409080774902539,0.0009262909026880499,-1.452993486380746,30.0,249.83571928181604
173,173.0,173.998,0,normal,-0.0036814375847696104,0.7104797960220217,0.7104893338665853,-1.2765153393350317,1.21881070947782,2.495326048812852,-0.02044035748636745,-1.4354284503204877,30.0,251.38602720900408
174,174.0,174.998,0,normal,-0.0036836002610626684,0.7107882869473946,0.7107978318569178,-1.21860718824796,1.2395689935478522,2.458176181795812,-0.002560698415897,-1.4384222103858093,30.0,251.61311070352073
177,177.0,177.998,0,normal,-0.000979699281659051,0.7124934562319358,0.7124941297891597,-1.2386523613791285,1.1761373097580976,2.414789671137226,-0.03223261761140505,-1.4430847847960429,30.0,252.81314133140984
178,178.0,178.998,0,normal,0.003542299955545158,0.7129254845578837,0.712934284784417,-1.242941599573971,1.2781587142779118,2.521100313851883,-0.0193876806376067,-1.4267341180621809,30.0,253.1189042449774
179,179.0,179.998,0,normal,5.7922747797394256e-06,0.7132750472320872,0.7132750472556058,-1.1802244369492965,1.197538147718462,2.3777625846677584,-0.010051816011420151,-1.4312662991876006,30.0,253.37207978997185
180,180.0,180.998,0,normal,0.005344831569959028,0.7240156231462153,0.7240353511979326,-1.2043916157460188,1.261135033973205,2.465526649719224,0.0170510220472095,-1.44276963579648,30.0,261.0553995478506
181,181.0,181.998,0,normal,0.000813731496981843,0.7130425794748714,0.7130430437940808,-1.197741371907357,1.2316919648479134,2.4294333367552703,-0.0007108819265806499,-1.450403566656725,30.0,253.20213135883148
182,182.0,182.998,0,normal,-0.002680102008894618,0.7155183191752308,0.7155233385586564,-1.1736167227433807,1.216759722935124,2.3903764456785046,0.0317659279972434,-1.4426310543521825,30.0,254.98653549802978
183,183.0,183.998,0,normal,0.004420448349447362,0.7150003389620748,0.7150140034149625,-1.2740177120033995,1.1674789330770576,2.4414966450804574,0.0110676439162337,-1.4539488554703601,30.0,254.60718815184296
184,184.0,184.998,0,normal,-0.006154081681687159,0.7103996644297788,0.7104263198554001,-1.1525650127277354,1.2031167213525176,2.355681734080253,-0.027507993930602402,-1.4701823755032284,30.0,251.34872210821908
187,187.0,187.998,0,normal,0.004794927367947869,0.7192665305849946,0.7192825128892255,-1.31878230770814,1.2126649540006476,2.5314472617087875,0.0239579881108315,-1.4361163733937765,30.0,257.64272053906325
188,188.0,188.998,0,normal,0.0008823446841309797,0.7169356722378393,0.71693621519579,-1.2435491291892502,1.2012113972964644,2.4447605264857146,0.0112169230873141,-1.4709656110095284,30.0,255.9926023712654
189,189.0,189.998,0,normal,-0.002868942705305428,0.7106504860984613,0.7106562771299678,-1.1950175515514787,1.2266708076421944,2.421688359193673,-0.0326009059274212,-1.4575584456260597,30.0,251.5082801509757
192,192.0,192.998,0,normal,0.0012359346390024603,0.7209378577572286,0.7209389171642865,-1.1700600325918842,1.1955322269433777,2.365592259535262,0.0045016164963666006,-1.463069988609414,30.0,258.84921980017947
193,193.0,193.998,0,normal,0.005966212589060608,0.7143593766894469,0.7143842906704997,-1.1832986813095492,1.227009197085161,2.4103078783947103,0.0112384118760821,-1.4427225759059426,30.0,254.1404050252058
