window_id,window_start_s,window_end_s,label,anomaly_type,mean,standard_deviation,rms,minimum,maximum,peak_to_peak,median,kurtosis,dominant_frequency_hz,spectral_energy
23,23.0,23.998,0,normal,0.007436869364293257,0.7142015964363552,0.7142403148648079,-1.1752256810530812,1.201656328654336,2.3768820097074173,-0.04225085450954335,-1.4692693141428375,30.0,254.03256997713777
24,24.0,24.998,0,normal,-0.0026374149895794976,0.7177577832546875,0.71776262885477,-1.182951376457287,1.209211321976332,2.3921626984336193,-0.0039805828991649,-1.444781793617755,30.0,256.56546830333406
25,25.0,25.998,1,increased_amplitude,-0.00262424137322153,1.7733460711609226,1.773348012868502,-2.7234257448895383,2.6689645086999936,5.392390253589532,-0.04078784091019795,-1.491744270111944,30.0,1566.120038878201
26,26.0,26.998,1,increased_amplitude,0.0010018652697589693,1.7746836301420763,1.774683912934435,-2.7500711346148194,2.6679488991673868,5.418020033782206,0.00974540809776345,-1.491145494486511,30.0,1568.477090351049
27,27.0,27.998,0,normal,-0.0016108692577013182,0.7026619429838024,0.7026637894594667,-1.2459689850846636,1.2187073069639291,2.4646762920485927,0.0209395528868856,-1.4376840172593937,30.0,245.891967270749
28,28.0,28.998,0,normal,0.0022929236532053103,0.7162767730512177,0.7162804430609181,-1.1853571581590483,1.1729279627470626,2.358285120906111,0.009607495123037,-1.4272282082708696,30.0,255.50421955513883
29,29.0,29.998,0,normal,0.00934214001108984,0.7158008620042602,0.7158618229980062,-1.2102204232046934,1.1922887413102563,2.4025091645149494,0.02452951474326425,-1.4362970278650755,30.0,255.1931808567137
30,30.0,30.998,1,changed_frequency,0.011993049143390682,0.7143514467256066,0.7144521136274444,-1.2106888598660448,1.2193919035856116,2.4300807634516564,0.022198087130223452,-1.4564305178072188,60.0,254.13264210962754
31,31.0,31.998,1,changed_frequency,0.004047780827422267,0.7141513873166326,0.7141628585525138,-1.1948424755016198,1.1900799351506806,2.3849224106523,-0.00830430390077945,-1.4397538889332868,60.0,254.03470511550717
32,32.0,32.998000000000005,0,normal,-0.0012496691536959164,0.7138550991392244,0.71385619296891,-1.204198198532877,1.167328937534417,2.371527136067294,0.0131950832398929,-1.4495541404041272,30.0,253.78277133500936
33,33.0,33.998000000000005,0,normal,0.005861922361534728,0.7116727352406705,0.7116968766397042,-1.1842150364421271,1.151507660888155,2.335722697330282,0.02927098588642405,-1.4345410308301545,30.0,252.24041446657614
34,34.0,34.998000000000005,0,normal,0.00606413597574494,0.7195590369945052,0.7195845895136943,-1.2887662656431544,1.271202650149143,2.5599689157922976,0.0309403277856336,-1.4293736980635352,30.0,257.8699842611267
35,35.0,35.998000000000005,1,drift,0.5147058250082742,0.7690889193008837,0.9254295500408712,-1.0661130604152989,2.111087709150372,3.1772007695656708,0.5250933596165612,-1.0796084964568657,30.0,294.57068558984633
36,36.0,36.998000000000005,1,drift,1.5065407722823907,0.7649210461553999,1.6896062575051896,0.0215038349190448,3.094451848184292,3.0729480132652474,1.4732565858240945,-1.0699108444099656,30.0,291.3867064268984
37,37.0,37.998000000000005,0,normal,-0.005986347287509269,0.7172237181961544,0.7172487004498254,-1.2535652394028192,1.2014943181420925,2.455059557544912,-0.04155331329866935,-1.4492870491433723,30.0,256.2120694329792
38,38.0,38.998000000000005,0,normal,-0.00219879743655053,0.714092230520935,0.7140956157270054,-1.2467342896842966,1.20081442694028,2.447548716624577,-0.02224732635585345,-1.437210433600025,30.0,253.95112955220722
39,39.0,39.998000000000005,0,normal,0.0015840955897368106,0.7196953558901097,0.7196970992359417,-1.2207807221392093,1.170327832690205,2.3911085548294144,-0.0034817728194189,-1.440431256517129,30.0,257.9553802342639
40,40.0,40.998,0,normal,0.002472916418572319,0.7170429932918361,0.7170472575392288,-1.177603097475383,1.2020556652283676,2.379658762703751,-0.014872254796640401,-1.4591325538998539,30.0,256.0606760066362
41,41.0,41.998,0,normal,0.0050761972189337055,0.716683640857838,0.7167016177262696,-1.1819478172793951,1.219483883418698,2.401431700698093,0.019103621765484198,-1.43917216916304,30.0,255.79507468455805
42,42.0,42.998,0,normal,-0.002370907806401367,0.7179290343030491,0.717932949166658,-1.2174727330551631,1.2014073615445175,2.4188800945996807,0.00412801708550805,-1.4370007555581685,30.0,256.69288726125797
43,43.0,43.998,0,normal,0.0065756102198438636,0.7071467444956376,0.7071773164493766,-1.2154059697797677,1.1763533144369418,2.3917592842167092,0.02064934214316395,-1.481257521235317,30.0,249.03685529980228
44,44.0,44.998,0,normal,0.0060962291323442145,0.7101401345339958,0.7101663007251159,-1.1704074965271696,1.165758970531959,2.3361664670591287,0.01835630032148705,-1.4433491824001448,30.0,251.14843089038703
45,45.0,45.998,1,increased_amplitude,0.0014073591304519333,1.7712017980892516,1.771202357217921,-2.7188558548112662,2.67484886768469,5.393704722495956,-0.0157902793671318,-1.4969201864403994,30.0,1562.3287422624207
46,46.0,46.998,1,increased_amplitude,-0.00419166364733414,1.7667628705776894,1.7667678429539206,-2.605235027182895,2.6311170175982985,5.236352044781194,-0.0336934400149277,-1.5054039185871377,30.0,1554.5082059286394
47,47.0,47.998,0,normal,-0.0011091980551108662,0.715056760088396,0.7150576203834481,-1.1849502343605454,1.2777184846460696,2.462668719006615,-0.01089658755383135,-1.469143542158123,30.0,254.63627246158805
48,48.0,48.998,0,normal,-0.004742765970859086,0.7148020974139052,0.7148178315461724,-1.275038990247286,1.2744336544339374,2.5494726446812237,0.0016681446448372,-1.4153682526679798,30.0,254.457361439362
49,49.0,49.998,0,normal,-0.005793250876432741,0.7047228102875701,0.7047466219112566,-1.1764841384827984,1.206491518683796,2.382975657166594,-0.01356749672506205,-1.4454962531746771,30.0,247.36312969608832
50,50.0,50.998000000000005,1,changed_frequency,-6.1006530919354594e-05,0.7091735971696185,0.7091735997936564,-1.2117331708371204,1.2734942864160677,2.4852274572531883,-0.0036308021266836,-1.4317012697411247,60.0,250.46341695907782
51,51.0,51.998000000000005,1,changed_frequency,0.0008618320465556968,0.7149810228488904,0.7149815422712128,-1.1369869175225953,1.2312548047066332,2.3682417222292287,-0.0171437850225538,-1.446943363496872,60.0,254.58661593246907
52,52.0,52.998000000000005,0,normal,0.00815411942024478,0.7115593086133918,0.7116060281770299,-1.207447191612445,1.2506070409608203,2.4580542325732653,0.0341323406457689,-1.4355284674359983,30.0,252.15081131040748
53,53.0,53.998000000000005,0,normal,0.0026396305279113644,0.7152197984637052,0.7152246694317715,-1.2419231821149763,1.267255319222345,2.5091785013373213,-0.018975845775561398,-1.4579899533606844,30.0,254.75576211859203
54,54.0,54.998000000000005,0,normal,-0.0017205045200851922,0.7103216845988368,0.7103237682544018,-1.224667400983288,1.2244327745218884,2.4491001755051762,0.01644429118268395,-1.429609542156608,30.0,251.3009060489224
55,55.0,55.998000000000005,1,drift,0.49652293080308807,0.7620219327337533,0.9095122026562222,-0.9791185826021526,2.0530742591729974,3.03219284177515,0.48099072992890657,-1.0653701714980004,30.0,289.1890919562112
56,56.0,56.998000000000005,1,drift,1.500559008462848,0.7653837757343036,1.6844849842121785,-0.1432424360086881,3.075596060010447,3.218838496019135,1.5045964218121468,-1.0384763767485194,30.0,291.74662284091534
57,57.0,57.998000000000005,0,normal,0.001221682250257453,0.7120030362379604,0.7120040843419332,-1.2122483308566456,1.184442972192925,2.396691303049571,0.00740529575359475,-1.4437912136179702,30.0,252.46577662070573
58,58.0,58.998000000000005,0,normal,0.0027226900045598714,0.708194709842015,0.7081999435816673,-1.1688552810766863,1.2968000622547753,2.465655343331462,0.0355398021641813,-1.4432364112259057,30.0,249.77339433888284
59,59.0,59.998000000000005,0,normal,-0.0028162065676612135,0.7125025359815941,0.7125081015677187,-1.16448992308108,1.179305549858433,2.343795472939513,0.009574995019448699,-1.4417079240608695,30.0,252.81995473275362
60,60.0,60.998,0,normal,0.008208757531561587,0.7092298230249989,0.7092773262753317,-1.2555399775058766,1.2173411858909855,2.4728811633968624,-0.0023868725860689503,-1.460758894669825,30.0,250.51152237032622
61,61.0,61.998,0,normal,-0.005321309306657032,0.7298889219561555,0.7299083193984406,-1.3356086627196218,1.2428207940700653,2.578429456789687,0.00586112289552705,-1.4521619420443137,30.0,265.3159280629124
62,62.0,62.998,0,normal,-0.005274381340791786,0.7169546945368875,0.7169740951505919,-1.3420503223988691,1.2212934969162443,2.5633438193151132,-0.01543610019044025,-1.4543152300644724,30.0,256.039836962468
63,63.0,63.998,0,normal,0.0008895629082937133,0.7075026364735706,0.7075031957095468,-1.2783531709851197,1.2224004783047544,2.500753649289874,-0.0137542349913649,-1.4428310181758874,30.0,249.28427488836434
64,64.0,64.998,0,normal,-0.0016844204543116123,0.7118974106239163,0.7118994033747351,-1.2528162944290973,1.3270964097904765,2.5799127042195735,-0.01969161800861545,-1.4225515170649081,30.0,252.4096713895097
65,65.0,65.998,1,increased_amplitude,-0.0018456760425464278,1.7748745849976262,1.774875544648286,-2.6495863003802267,2.790653789059323,5.44024008943955,-0.01647168434734,-1.496335265336093,30.0,1568.8175902762307
66,66.0,66.998,1,increased_amplitude,-0.00452970620685776,1.7763236009246415,1.7763293763939743,-2.804334305284672,2.72084823570477,5.525182540989443,-0.008978939561687849,-1.489941222980141,30.0,1571.3774941706577
67,67.0,67.998,0,normal,-0.00955431761850157,0.7043775696810248,0.7044423650341467,-1.2180273223784357,1.1808373720134857,2.3988646943919214,-0.022464705743549702,-1.439307558215622,30.0,247.0941633475344
68,68.0,68.998,0,normal,-0.0006706653162019665,0.7113390082359372,0.7113393243945206,-1.1671160083766092,1.180857129769722,2.3479731381463314,-0.0106944693277612,-1.4460644089567813,30.0,251.99362024473982
69,69.0,69.998,0,normal,0.004626371019902461,0.7195826220906191,0.7195974939670264,-1.228765001210858,1.2006668565419596,2.4294318577528173,0.022533260948601898,-1.4592551735071517,30.0,257.90483573725203
70,70.0,70.998,1,changed_frequency,-0.0009158947565508413,0.7149574989859689,0.714958085638226,-1.239383646738378,1.2135042607009472,2.452887907439325,-0.00384247520898625,-1.4461646024939696,60.0,254.58103049357874
71,71.0,71.998,1,changed_frequency,-0.0030655563440555207,0.7155488495577245,0.7155554162600417,-1.1698847907775785,1.3446501957843595,2.514534986561938,-0.030922429526629,-1.4404725444042887,60.0,254.9858333592689
72,72.0,72.998,0,normal,-0.0062095654631402425,0.7107438986254213,0.7107710237034879,-1.2138513651936396,1.177171603063916,2.3910229682575554,-0.0113633499022655,-1.462472907971676,30.0,251.60041889278065
73,73.0,73.998,0,normal,0.0003598469265040842,0.7188849455837397,0.7188850356466928,-1.1850016071099043,1.1527924892398955,2.3377940963498,-0.00739967067891785,-1.4364852434901632,30.0,257.3700221364694
74,74.0,74.998,0,normal,-0.0011165231714102837,0.7086690544157445,0.7086699339682033,-1.177403003085734,1.1753205468270118,2.3527235499127457,-0.0218960091674893,-1.4452733119773487,30.0,250.11589222676463
75,75.0,75.998,1,drift,0.5007689312335778,0.763942717426895,0.9134429363668036,-1.011384276135932,2.0866295077303745,3.0980137838663064,0.5163119784824284,-1.0691179775210198,30.0,290.6449612031028
76,76.0,76.998,1,drift,1.5060446078468404,0.765297511220631,1.689334378240446,0.0432762113490996,3.205960480798052,3.1626842694489525,1.5085861275552577,-1.0964165965721782,30.0,291.6831541523655
77,77.0,77.998,0,normal,0.002127657720094316,0.7137080193754418,0.7137111907825111,-1.163020517574828,1.215359250685787,2.378379768260615,0.0030879857632356497,-1.4185769227244096,30.0,253.6760791766977
78,78.0,78.998,0,normal,0.005502422511631918,0.7085244666787913,0.7085458323467595,-1.2000291091628654,1.1714456844990415,2.371474793661907,0.026689183092189747,-1.443328188280953,30.0,250.01009860414345
79,79.0,79.998,0,normal,-0.010601097596308616,0.7164027233504996,0.7164811548772646,-1.2313051581396874,1.3115314583679107,2.542836616507598,-0.049140144340138206,-1.4307591755855038,30.0,255.60267025548714
80,80.0,80.998,0,normal,-0.002963351345504326,0.7079221463032113,0.7079283485478897,-1.2359523813764814,1.1981941888695438,2.434146570246025,-0.0008614699550363,-1.438500384415266,30.0,249.58427231525766
81,81.0,81.998,0,normal,-0.004806598968858043,0.7147187868463434,0.7147349492397558,-1.2240153059077443,1.2006945735744996,2.424709879482244,-0.0144180914651538,-1.4247919860003628,30.0,254.40693347392178
82,82.0,82.998,0,normal,-0.008844654987472037,0.7140168690047151,0.7140716470671161,-1.1430839609260517,1.2031082326828022,2.3461921936088537,-0.0134010261831541,-1.4573260554368648,30.0,253.89486624282554
83,83.0,83.998,0,normal,-0.0006972178045601401,0.7067276421651065,0.7067279860829893,-1.2359048175044838,1.2524417194262825,2.4883465369307665,0.0327287741095134,-1.4093890493886916,30.0,248.73713520129485
84,84.0,84.998,0,normal,0.0026820559002866838,0.7129827967981602,0.7129878413787847,-1.1978946442661378,1.2843920292403777,2.4822866735065157,-0.01396076943620965,-1.4298047710034947,30.0,253.17104421597847
85,85.0,85.998,1,increased_amplitude,0.0005090890420710048,1.766401015218679,1.7664010885801766,-2.725030593394952,2.8539770692188067,5.579007662613758,0.03695489840249565,-1.4916065713970148,30.0,1553.8718775838042
86,86.0,86.998,1,increased_amplitude,-0.0016042757996289536,1.7713457712504221,1.7713464977320483,-2.677566555706606,2.689527266642928,5.367093822349535,-0.05076827385320605,-1.487297044970122,30.0,1562.6079793956342
87,87.0,87.998,0,normal,0.0015861244465218518,0.722052847207959,0.722054589315711,-1.179614380335987,1.2111871232397564,2.3908015035757435,-0.010901721361791749,-1.4232603002393087,30.0,259.6521436535379
88,88.0,88.998,0,normal,0.0030761027600502366,0.7084928214506246,0.708499499262531,-1.2240262381900762,1.180628994323203,2.404655232513279,-0.0298817110764212,-1.4355854489482425,30.0,249.98278885022577
89,89.0,89.998,0,normal,0.0062105508736594005,0.70664984987054,0.7066771407539733,-1.2229729154191022,1.2488718727939794,2.4718447882130814,-0.01830824827632035,-1.4529967995238364,30.0,248.6873702163571
90,90.0,90.998,1,changed_frequency,0.0037561552414170788,0.710491463308721,0.7105013920723627,-1.2939800312665426,1.2970065388479537,2.590986570114496,0.03755324367520125,-1.4548902104506802,60.0,251.39623983296553
91,91.0,91.998,1,changed_frequency,-0.0037203505120330343,0.7109103851314614,0.7109201197713392,-1.1516762735447583,1.207516917800043,2.3591931913448017,-0.02090746172721785,-1.4658422011118828,60.0,251.70093765288448
92,92.0,92.998,0,normal,-0.005600173143086735,0.7191896404243557,0.7192114437583337,-1.2080458611758251,1.2371440589714229,2.4451899201472482,-0.0051174071702336,-1.4390506154173799,30.0,257.6120106480578
93,93.0,93.998,0,normal,-0.006612436350655708,0.7065639452653479,0.7065948861005329,-1.2169668194106606,1.2374967987608,2.4544636181714607,-0.031718283601789396,-1.442462883861967,30.0,248.62181727779372
94,94.0,94.998,0,normal,1.9367556509215954e-05,0.7132058126085997,0.7132058128715688,-1.2492837954582945,1.2394440626733951,2.4887278581316896,0.03521586018866815,-1.4272550224657423,30.0,253.32560534290502
95,95.0,95.998,1,drift,0.5042114056136259,0.7590073894602972,0.9112197094039415,-1.0935771517568085,2.1314563040865497,3.2250334558433584,0.538064737449597,-1.0942557105840538,30.0,286.91366251691426
96,96.0,96.998,1,drift,1.4930158064990682,0.7627643920194763,1.6765755921487417,-0.0625105618201795,3.173259561613372,3.2357701234335514,1.4573619739904697,-1.0751239165883262,30.0,289.74647905829966
97,97.0,97.998,0,normal,0.0025141401943091584,0.7173815708948852,0.7173859764175279,-1.2073871850347762,1.1893237671187098,2.396710952153486,0.013880706274032002,-1.4619013991711782,30.0,256.2962262135434
98,98.0,98.998,0,normal,0.006005423087987653,0.709275143436064,0.709300566898628,-1.1504291718409567,1.2032725449171773,2.3537017167581338,-0.0012744869745651,-1.4586897829592909,30.0,250.54603719703002
99,99.0,99.998,0,normal,-0.0034880534604065315,0.7197200597355956,0.7197285119423518,-1.209354820653478,1.2351451703446543,2.4444999909981324,-0.00270417300833895,-1.4278331637387482,30.0,257.98992216752174
100,100.0,100.998,0,normal,-0.003931176494262545,0.7187787927488047,0.7187895429498529,-1.1951941358089524,1.2696363470736045,2.464830482882557,0.01419458203616395,-1.4399982988536342,30.0,257.2924003707169
101,101.0,101.998,0,normal,-0.0005736863047287093,0.7148733013524471,0.7148735315442326,-1.2076532826751811,1.142528490164902,2.350181772840083,-0.0039759629367213,-1.4507015385944955,30.0,254.53269495524842
102,102.0,102.998,0,normal,-0.004172880074893714,0.7143851026234065,0.7143972898733411,-1.190728867705199,1.2313680592481433,2.4220969269533423,0.0070033504416911006,-1.4394703217099114,30.0,254.15892879622186
103,103.0,103.998,0,normal,0.006409859676345276,0.7193419537074084,0.7193705113949708,-1.1736552531334223,1.1960279238488682,2.3696831769822904,0.0191016849914738,-1.445865325552212,30.0,257.6957595366295
104,104.0,104.998,0,normal,-0.003761339592721831,0.7056241556351589,0.7056341805010317,-1.1192274323105986,1.1858924377119429,2.3051198700225415,-0.0037789444606863495,-1.453843119229683,30.0,247.96122451359838
105,105.0,105.998,1,increased_amplitude,-0.0005335181649450114,1.7659308911345828,1.7659309717270983,-2.692083720663626,2.762006722508774,5.4540904431724,-0.008204144515189301,-1.496070132492402,30.0,1553.0445953496821
106,106.0,106.998,1,increased_amplitude,-0.006905108439389755,1.7669195680053,1.766933060509819,-2.779456891666104,2.6611398683575693,5.4405967600236735,0.026050931755471997,-1.4929452652239084,30.0,1554.78991694761
107,107.0,107.998,0,normal,0.0015954618742859705,0.7175560340494206,0.7175578077753217,-1.2921387596461469,1.2327404766595689,2.5248792363057158,0.01897653041369655,-1.4377953123790463,30.0,256.47384030846376
108,108.0,108.998,0,normal,-0.0015636695150809152,0.7174234382178716,0.7174251422738854,-1.2318093552354847,1.1567547045278133,2.388564059763298,0.01649724552441445,-1.4552895769578242,30.0,256.3231421840618
109,109.0,109.998,0,normal,-0.003813111828675898,0.7149746544981624,0.7149848224938659,-1.2208257923369747,1.1360362859412023,2.3568620782781773,0.014753692074199999,-1.4660204784469297,30.0,254.5902086078989
110,110.0,110.998,1,changed_frequency,-0.0032352279396751465,0.7122128895168957,0.712220237492468,-1.190292850187226,1.1834266607368065,2.3737195109240323,-0.0003944576604401999,-1.4163292032226418,60.0,252.6132418334271
111,111.0,111.998,1,changed_frequency,0.002705712567348168,0.7173703725080953,0.7173754750706917,-1.1604144049025988,1.2292470363614942,2.389661441264093,0.03072740856172775,-1.4422255129015817,60.0,256.2925711833887
112,112.0,112.998,0,normal,0.0032788149244389574,0.7091649681750609,0.7091725479134424,-1.2906032511281094,1.1804529198259657,2.471056170954075,-0.0006062970164731505,-1.443535908543943,30.0,250.45582722098683
113,113.0,113.998,0,normal,0.007057279110851498,0.7179425756514823,0.717977260866619,-1.2054755074801735,1.2308255565427877,2.4363010640229614,0.0072592698681363,-1.4551487619191121,30.0,256.6994012092347
114,114.0,114.998,0,normal,-0.0007975646574700917,0.7144600016632955,0.7144604468311028,-1.2335780283251705,1.2675274730125627,2.501105501337733,0.0191550708286637,-1.4340448858860002,30.0,254.21129471336553
115,115.0,115.998,1,drift,0.509829627451041,0.7756805760560367,0.9282276687847074,-0.9657908146939864,2.0926973299295906,3.0584881446235768,0.5420933359081972,-1.1208375173434297,30.0,299.66681769052286
116,116.0,116.998,1,drift,1.497672664627684,0.7576405256978396,1.6784047713685413,-0.0087267347329675,3.031876781058714,3.0406035157916818,1.511527326382447,-1.1060146240289424,30.0,285.8772160312426
117,117.0,117.998,0,normal,0.0036404108718448088,0.7172130185031312,0.7172222573942395,-1.2112337638028416,1.1581822641210875,2.369416027923929,-0.00282848821515295,-1.4426153632989611,30.0,256.1760802664788
118,118.0,118.998,0,normal,-0.0047908468814702905,0.7129223238189962,0.7129384209125774,-1.2138000313498625,1.1670874862235288,2.3808875175733912,-0.02279268061271445,-1.4411479162725558,30.0,253.13084907457912
119,119.0,119.998,0,normal,-0.0005268305327090253,0.7151050814258907,0.7151052754885395,-1.192273681139422,1.255280726895191,2.447554408034613,-0.0105447471209761,-1.4250473478180847,30.0,254.67147774206006
120,120.0,120.998,0,normal,-0.0056909980276640335,0.7192598129013074,0.7192823269852906,-1.2459752376140023,1.2313600469759782,2.4773352845899805,-0.0033324166388409,-1.4321350372520638,30.0,257.63692351280946
121,121.0,121.998,0,normal,-0.003384066700833774,0.7149347709021938,0.7149427799148741,-1.2354458432054096,1.188135497247742,2.4235813404531514,0.01326751524297655,-1.4691044374358715,30.0,254.55874271253703
122,122.0,122.998,0,normal,-0.0020963018081462375,0.7139920886541564,0.7139951660494598,-1.19327652460526,1.2028700259992255,2.3961465506044854,-0.0024516412417028,-1.4414445626982555,30.0,254.018960051869
123,123.0,123.998,0,normal,-0.003562374687457296,0.7097732571767784,0.7097821969567474,-1.144396068994434,1.179960548007006,2.32435661700144,0.0006579751050939,-1.4526794323963046,30.0,250.88571085523185
124,124.0,124.998,0,normal,0.0013970963845165252,0.7078795373660618,0.7078809160444272,-1.1804531173078068,1.1873217410293446,2.3677748583371514,0.01088176870368255,-1.4510972655702832,30.0,249.55078672538787
125,125.0,125.998,1,increased_amplitude,0.0032822968723940243,1.7816384013601083,1.781641424830979,-2.665220912608837,2.7188647281294007,5.384085640738238,0.00466132016494915,-1.4933110330260195,30.0,1580.8073305069593
126,126.0,126.998,1,increased_amplitude,-0.009556323931284989,1.7698558668801874,1.7698816663430637,-2.7560733382712668,2.679213940169192,5.435287278440459,0.05671347512409035,-1.498159075973549,30.0,1559.9762014114929
127,127.0,127.998,0,normal,-0.0030715380836986474,0.7197172592151988,0.7197238133884674,-1.2453004992753964,1.2645638364307707,2.509864335706167,-0.0089858185039366,-1.46787283306498,30.0,257.96758349507195
128,128.0,128.998,0,normal,-0.0008936603861135363,0.7143103377901927,0.7143108968109229,-1.2807471718316026,1.2254149893422666,2.506162161173869,0.028485967570077403,-1.451287969988976,30.0,254.11254429242834
129,129.0,129.998,0,normal,-0.00264915805042245,0.7132845911149521,0.7132895106199171,-1.1870095296871337,1.179590128469649,2.3665996581567827,-0.00403187501099835,-1.4473151337340175,30.0,253.37628185757984
130,130.0,130.998,1,changed_frequency,0.003212582978705729,0.7087755602103936,0.7087828408200585,-1.2671581509402938,1.2354990840049775,2.5026572349452714,0.0126529534653788,-1.4055389071733262,60.0,250.18110858606272
131,131.0,131.998,1,changed_frequency,0.0024196800561156074,0.7077263737892634,0.7077305101579796,-1.2412330675291088,1.220622637654051,2.4618557051831598,0.01804722896438845,-1.4515845680096453,60.0,249.4554027573754
132,132.0,132.998,0,normal,-0.008168058853918223,0.7187734897626322,0.7188198987027234,-1.2249579106408104,1.288244293077192,2.513202203718002,0.004941284933654699,-1.4381186914219772,30.0,257.30402539227566
133,133.0,133.998,0,normal,-0.003936671131173985,0.7098985770669543,0.7099094921898716,-1.1830650617709204,1.157450178470351,2.340515240241271,0.02760866047771845,-1.4743294381909486,30.0,250.97802228277777
134,134.0,134.998,0,normal,-0.0058552254754641936,0.7126088760693806,0.7126329307001146,-1.2017163537819902,1.2695140717458735,2.471230425527864,0.004471063657428701,-1.4514479664104276,30.0,252.90220649458516
