split,split_index,source_file,window_index,start_sample,end_sample_exclusive,window_start_s,window_end_s,label,anomaly_fraction
train,30,normal_001.csv,30,3840,3968,18.554966715,19.16786033,0,0.0
train,31,normal_001.csv,31,3968,4096,19.173582906,19.785158337,0,0.0
train,32,normal_001.csv,32,4096,4224,19.790873783,20.403899992,0,0.0
train,33,normal_001.csv,33,4224,4352,20.409552272,21.02184626,0,0.0
train,34,normal_001.csv,34,4352,4480,21.02760828,21.639702731,0,0.0
train,35,normal_001.csv,35,4480,4608,21.645514159,22.258340649,0,0.0
train,36,normal_001.csv,36,4608,4736,22.263973965,22.876758696,0,0.0
train,37,normal_001.csv,37,4736,4864,22.880605864,23.493584002,0,0.0
train,38,normal_001.csv,38,4864,4992,23.499159986,24.113412755,0,0.0
train,39,normal_001.csv,39,4992,5120,24.117092145,24.73112549,0,0.0
train,40,normal_001.csv,40,5120,5248,24.734984139,25.348941076,0,0.0
train,41,normal_001.csv,41,5248,5376,25.354620226,25.967507034,0,0.0
train,42,normal_001.csv,42,5376,5504,25.971264499,26.585945567,0,0.0
train,43,normal_001.csv,43,5504,5632,26.589605902,27.20306423,0,0.0
train,44,normal_001.csv,44,5632,5760,27.208696658,27.821738283,0,0.0
train,45,normal_001.csv,45,5760,5888,27.825708043,28.43919241,0,0.0
train,46,normal_001.csv,46,5888,6016,28.445175893,29.057076575,0,0.0
train,47,normal_001.csv,47,6016,6144,29.062716206,29.676310648,0,0.0
train,48,normal_001.csv,48,6144,6272,29.67998502,30.293884944,0,0.0
train,49,normal_001.csv,49,6272,6400,30.297686204,30.911832852,0,0.0
train,50,normal_001.csv,50,6400,6528,30.917506742,31.528944667,0,0.0
train,51,normal_001.csv,51,6528,6656,31.534541169,32.148634429,0,0.0
train,52,normal_001.csv,52,6656,6784,32.152304837,32.76640319,0,0.0
train,53,normal_001.csv,53,6784,6912,32.770069376,33.385016952,0,0.0
train,54,normal_001.csv,54,6912,7040,33.388962713,34.001679363,0,0.0
train,55,normal_001.csv,55,7040,7168,34.00739718,34.620039719,0,0.0
train,56,normal_001.csv,56,7168,7296,34.626087703,35.238334336,0,0.0
train,57,normal_001.csv,57,7296,7424,35.243967319,35.857010434,0,0.0
train,58,normal_001.csv,58,7424,7552,35.860721657,36.474370347,0,0.0
train,59,normal_001.csv,59,7552,7680,36.47930683,37.093814059,0,0.0
train,60,normal_001.csv,60,7680,7808,37.097545782,37.711282714,0,0.0
train,61,normal_001.csv,61,7808,7936,37.71692029,38.328744333,0,0.0
train,62,normal_001.csv,62,7936,8064,38.334753465,38.947043435,0,0.0
train,63,normal_001.csv,63,8064,8192,38.952764474,39.566345371,0,0.0
train,64,normal_001.csv,64,8192,8320,39.570079131,40.184822141,0,0.0
train,65,normal_001.csv,65,8320,8448,40.18859692,40.802650188,0,0.0
train,66,normal_001.csv,66,8448,8576,40.806327875,41.420948774,0,0.0
train,67,normal_001.csv,67,8576,8704,41.424658812,42.038583842,0,0.0
train,68,normal_001.csv,68,8704,8832,42.042285658,42.657070151,0,0.0
train,69,normal_001.csv,69,8832,8960,42.660767911,43.275595757,0,0.0
train,70,normal_001.csv,70,8960,9088,43.279404277,43.892492234,0,0.0
train,71,normal_001.csv,71,9088,9216,43.898127477,44.510657804,0,0.0
train,72,normal_001.csv,72,9216,9344,44.514341361,45.128055283,0,0.0
train,73,normal_001.csv,73,9344,9472,45.133892877,45.747083651,0,0.0
train,74,normal_001.csv,74,9472,9600,45.750763189,46.364485538,0,0.0
train,75,normal_001.csv,75,9600,9728,46.37016541,46.983347111,0,0.0
train,76,normal_001.csv,76,9728,9856,46.987082075,47.600061869,0,0.0
train,77,normal_001.csv,77,9856,9984,47.605630649,48.218795796,0,0.0
train,78,normal_001.csv,78,9984,10112,48.224437038,48.837179408,0,0.0
train,79,normal_001.csv,79,10112,10240,48.840850946,49.455097427,0,0.0
train,80,normal_001.csv,80,10240,10368,49.458816207,50.073513022,0,0.0
train,81,normal_001.csv,81,10368,10496,50.077458079,50.691336544,0,0.0
train,82,normal_001.csv,82,10496,10624,50.695036545,51.309091269,0,0.0
train,83,normal_001.csv,83,10624,10752,51.314939956,51.92640818,0,0.0
train,84,normal_001.csv,84,10752,10880,51.932012016,52.544657759,0,0.0
train,85,normal_001.csv,85,10880,11008,52.550275594,53.16390795,0,0.0
train,86,normal_001.csv,86,11008,11136,53.16775134,53.78190616,0,0.0
train,87,normal_001.csv,87,11136,11264,53.785674087,54.398900573,0,0.0
train,88,normal_001.csv,88,11264,11392,54.404539279,55.017048636,0,0.0
train,89,normal_001.csv,89,11392,11520,55.022649583,55.635904144,0,0.0
train,90,normal_001.csv,90,11520,11648,55.639636053,56.252701874,0,0.0
train,91,normal_001.csv,91,11648,11776,56.258323062,56.871140995,0,0.0
train,92,normal_001.csv,92,11776,11904,56.876923997,57.488626912,0,0.0
train,93,normal_001.csv,93,11904,12032,57.494317358,58.107301478,0,0.0
train,94,normal_001.csv,94,12032,12160,58.112986387,58.725352359,0,0.0
train,95,normal_001.csv,95,12160,12288,58.730982676,59.343753445,0,0.0
train,96,normal_001.csv,96,12288,12416,59.349415799,59.961387383,0,0.0
train,97,normal_002.csv,0,0,128,0.011311282,0.626338831,0,0.0
train,98,normal_002.csv,1,128,256,0.630017203,1.244639104,0,0.0
train,99,normal_002.csv,2,256,384,1.248827254,1.862422044,0,0.0
train,100,normal_002.csv,3,384,512,1.866239842,2.479563226,0,0.0
train,101,normal_002.csv,4,512,640,2.485149987,3.098859501,0,0.0
train,102,normal_002.csv,5,640,768,3.102514484,3.716141758,0,0.0
train,103,normal_002.csv,6,768,896,3.721704686,4.334607645,0,0.0
train,104,normal_002.csv,7,896,1024,4.338524332,4.951539514,0,0.0
train,105,normal_002.csv,8,1024,1152,4.957155979,5.571121829,0,0.0
train,106,normal_002.csv,9,1152,1280,5.574844479,6.188264774,0,0.0
train,107,normal_002.csv,10,1280,1408,6.193908683,6.80615796,0,0.0
train,108,normal_002.csv,11,1408,1536,6.811757943,7.425110017,0,0.0
train,109,normal_002.csv,12,1536,1664,7.428781889,8.042226297,0,0.0
train,110,normal_002.csv,13,1664,1792,8.047786651,8.660819689,0,0.0
train,111,normal_002.csv,14,1792,1920,8.664843005,9.27863834,0,0.0
train,112,normal_002.csv,15,1920,2048,9.28439125,9.896773492,0,0.0
train,113,normal_002.csv,16,2048,2176,9.902337439,10.514150145,0,0.0
train,114,normal_002.csv,17,2176,2304,10.519722721,11.133561947,0,0.0
train,115,normal_002.csv,18,2304,2432,11.137436189,11.751468175,0,0.0
train,116,normal_002.csv,19,2432,2560,11.755142399,12.369628533,0,0.0
train,117,normal_002.csv,20,2560,2688,12.373348238,12.985983577,0,0.0
train,118,normal_002.csv,21,2688,2816,12.991621949,13.604636973,0,0.0
train,119,normal_002.csv,22,2816,2944,13.610461809,14.222177685,0,0.0
train,120,normal_002.csv,23,2944,3072,14.227875484,14.841546287,0,0.0
train,121,normal_002.csv,24,3072,3200,14.845295956,15.459737278,0,0.0
train,122,normal_002.csv,25,3200,3328,15.463435391,16.076973547,0,0.0
train,123,normal_002.csv,26,3328,3456,16.082609661,16.695560688,0,0.0
train,124,normal_002.csv,27,3456,3584,16.69960769,17.314012903,0,0.0
train,125,normal_002.csv,28,3584,3712,17.318009201,17.931488267,0,0.0
train,126,normal_002.csv,29,3712,3840,17.935229194,18.54921865,0,0.0
train,127,normal_002.csv,30,3840,3968,18.554929245,19.167416256,0,0.0
train,128,normal_002.csv,31,3968,4096,19.17127422,19.785519603,0,0.0
train,129,normal_002.csv,32,4096,4224,19.789438253,20.402690209,0,0.0
train,130,normal_002.csv,33,4224,4352,20.408954971,21.021355669,0,0.0
train,131,normal_002.csv,34,4352,4480,21.025044634,21.640059055,0,0.0
train,132,normal_002.csv,35,4480,4608,21.644115761,22.257865275,0,0.0
train,133,normal_002.csv,36,4608,4736,22.261623462,22.874383254,0,0.0
train,134,normal_002.csv,37,4736,4864,22.879999349,23.492399161,0,0.0
train,135,normal_002.csv,38,4864,4992,23.497969385,24.110859975,0,0.0
train,136,normal_002.csv,39,4992,5120,24.117667737,24.729811716,0,0.0
train,137,normal_002.csv,40,5120,5248,24.733568773,25.346407124,0,0.0
train,138,normal_002.csv,41,5248,5376,25.352394367,25.964332644,0,0.0
train,139,normal_002.csv,42,5376,5504,25.969985979,26.582253812,0,0.0
train,140,normal_002.csv,43,5504,5632,26.58786874,27.201074574,0,0.0
train,141,normal_002.csv,44,5632,5760,27.206705669,27.818729577,0,0.0
train,142,normal_002.csv,45,5760,5888,27.824349894,28.436563451,0,0.0
train,143,normal_002.csv,46,5888,6016,28.442230009,29.054801603,0,0.0
train,144,normal_002.csv,47,6016,6144,29.060450939,29.672550849,0,0.0
train,145,normal_002.csv,48,6144,6272,29.678284037,30.291329281,0,0.0
train,146,normal_002.csv,49,6272,6400,30.294993412,30.90886962,0,0.0
train,147,normal_002.csv,50,6400,6528,30.914453696,31.526922164,0,0.0
train,148,normal_002.csv,51,6528,6656,31.532600666,32.145324875,0,0.0
train,149,normal_002.csv,52,6656,6784,32.150882377,32.763325105,0,0.0
train,150,normal_002.csv,53,6784,6912,32.768916181,33.381153669,0,0.0
train,151,normal_002.csv,54,6912,7040,33.386735023,33.998857029,0,0.0
train,152,normal_002.csv,55,7040,7168,34.004549032,34.618235558,0,0.0
train,153,normal_002.csv,56,7168,7296,34.622166467,35.235992827,0,0.0
train,154,normal_002.csv,57,7296,7424,35.239937607,35.852996449,0,0.0
train,155,normal_002.csv,58,7424,7552,35.858621785,36.472334905,0,0.0
train,156,normal_002.csv,59,7552,7680,36.476068648,37.088896842,0,0.0
train,157,normal_002.csv,60,7680,7808,37.094663234,37.707776855,0,0.0
train,158,normal_002.csv,61,7808,7936,37.711484061,38.326223498,0,0.0
train,159,normal_002.csv,62,7936,8064,38.330260074,38.943847753,0,0.0
train,160,normal_002.csv,63,8064,8192,38.94760905,39.561955619,0,0.0
train,161,normal_002.csv,64,8192,8320,39.565704398,40.179830078,0,0.0
train,162,normal_002.csv,65,8320,8448,40.183540709,40.7965765,0,0.0
train,163,normal_002.csv,66,8448,8576,40.802203484,41.415470257,0,0.0
train,164,normal_002.csv,67,8576,8704,41.419474537,42.034039163,0,0.0
train,165,normal_002.csv,68,8704,8832,42.037763554,42.651345236,0,0.0
train,166,normal_002.csv,69,8832,8960,42.656983386,43.268857771,0,0.0
train,167,normal_002.csv,70,8960,9088,43.274459385,43.887031123,0,0.0
train,168,normal_002.csv,71,9088,9216,43.892819533,44.505983143,0,0.0
train,169,normal_002.csv,72,9216,9344,44.509908478,45.123449588,0,0.0
train,170,normal_002.csv,73,9344,9472,45.129151776,45.742147886,0,0.0
train,171,normal_002.csv,74,9472,9600,45.745878443,46.358762387,0,0.0
train,172,normal_002.csv,75,9600,9728,46.364335686,46.978171909,0,0.0
train,173,normal_002.csv,76,9728,9856,46.982024504,47.594949505,0,0.0
train,174,normal_002.csv,77,9856,9984,47.600603507,48.213306064,0,0.0
train,175,normal_002.csv,78,9984,10112,48.218908493,48.832402069,0,0.0
train,176,normal_002.csv,79,10112,10240,48.836096978,49.449230777,0,0.0
train,177,normal_002.csv,80,10240,10368,49.454881428,50.068310709,0,0.0
train,178,normal_002.csv,81,10368,10496,50.072129489,50.686916308,0,0.0
train,179,normal_002.csv,82,10496,10624,50.690674458,51.304104944,0,0.0
train,180,normal_002.csv,83,10624,10752,51.309719761,51.921494377,0,0.0
train,181,normal_002.csv,84,10752,10880,51.927215343,52.539308274,0,0.0
train,182,normal_002.csv,85,10880,11008,52.544896795,53.158757968,0,0.0
train,183,normal_002.csv,86,11008,11136,53.162586896,53.776848422,0,0.0
train,184,normal_002.csv,87,11136,11264,53.780820127,54.394903468,0,0.0
train,185,normal_002.csv,88,11264,11392,54.398785525,55.013111423,0,0.0
train,186,normal_002.csv,89,11392,11520,55.017138295,55.630509674,0,0.0
train,187,normal_002.csv,90,11520,11648,55.634335268,56.249263,0,0.0
train,188,normal_002.csv,91,11648,11776,56.252968724,56.865835604,0,0.0
train,189,normal_002.csv,92,11776,11904,56.870963032,57.484319968,0,0.0
train,190,normal_002.csv,93,11904,12032,57.489913267,58.103148315,0,0.0
train,191,normal_002.csv,94,12032,12160,58.106928224,58.721110217,0,0.0
train,192,normal_002.csv,95,12160,12288,58.724866053,59.339134713,0,0.0
train,193,normal_002.csv,96,12288,12416,59.342972641,59.957454339,0,0.0
train,194,normal_003.csv,0,0,128,0.01167932,0.628950113,0,0.0
train,195,normal_003.csv,1,128,256,0.630939836,1.245041554,0,0.0
train,196,normal_003.csv,2,256,384,1.249077593,1.86081831,0,0.0
train,197,normal_003.csv,3,384,512,1.86641259,2.478890049,0,0.0
train,198,normal_003.csv,4,512,640,2.484629219,3.097610493,0,0.0
train,199,normal_003.csv,5,640,768,3.103179922,3.715569011,0,0.0
train,200,normal_003.csv,6,768,896,3.721242996,4.334249605,0,0.0
train,201,normal_003.csv,7,896,1024,4.337965236,4.951340642,0,0.0
train,202,normal_003.csv,8,1024,1152,4.957324941,5.569721884,0,0.0
train,203,normal_003.csv,9,1152,1280,5.575382591,6.187402738,0,0.0
train,204,normal_003.csv,10,1280,1408,6.19309774,6.806473981,0,0.0
train,205,normal_003.csv,11,1408,1536,6.810191279,7.424586596,0,0.0
train,206,normal_003.csv,12,1536,1664,7.428291468,8.041251672,0,0.0
train,207,normal_003.csv,13,1664,1792,8.047037971,8.659475195,0,0.0
train,208,normal_003.csv,14,1792,1920,8.665296106,9.27805157,0,0.0
train,209,normal_003.csv,15,1920,2048,9.283595888,9.895445038,0,0.0
train,210,normal_003.csv,16,2048,2176,9.901008874,10.513802433,0,0.0
train,211,normal_003.csv,17,2176,2304,10.519610343,11.133233477,0,0.0
train,212,normal_003.csv,18,2304,2432,11.136967312,11.751529132,0,0.0
train,213,normal_003.csv,19,2432,2560,11.755218208,12.369067269,0,0.0
train,214,normal_003.csv,20,2560,2688,12.372776123,12.987060962,0,0.0
train,215,normal_003.csv,21,2688,2816,12.990841334,13.604078452,0,0.0
train,216,normal_003.csv,22,2816,2944,13.610199436,14.222424146,0,0.0
train,217,normal_003.csv,23,2944,3072,14.22808363,14.841630286,0,0.0
train,218,normal_003.csv,24,3072,3200,14.84552188,15.45933587,0,0.0
train,219,normal_003.csv,25,3200,3328,15.463339279,16.076565306,0,0.0
train,220,normal_003.csv,26,3328,3456,16.082196253,16.695304521,0,0.0
train,221,normal_003.csv,27,3456,3584,16.700952376,17.313545774,0,0.0
train,222,normal_003.csv,28,3584,3712,17.317648924,17.932192398,0,0.0
train,223,normal_003.csv,29,3712,3840,17.936179881,18.54909604,0,0.0
train,224,normal_003.csv,30,3840,3968,18.554862394,19.167796461,0,0.0
train,225,normal_003.csv,31,3968,4096,19.17160724,19.784911881,0,0.0
train,226,normal_003.csv,32,4096,4224,19.790534792,20.4035006,0,0.0
train,227,normal_003.csv,33,4224,4352,20.409158843,21.021453726,0,0.0
train,228,normal_003.csv,34,4352,4480,21.027068581,21.640275205,0,0.0
train,229,normal_003.csv,35,4480,4608,21.64394417,22.25828748,0,0.0
train,230,normal_003.csv,36,4608,4736,22.262104593,22.875950811,0,0.0
train,231,normal_003.csv,37,4736,4864,22.881536907,23.493939606,0,0.0
train,232,normal_003.csv,38,4864,4992,23.499559591,24.112266976,0,0.0
train,233,normal_003.csv,39,4992,5120,24.115915126,24.729476586,0,0.0
train,234,normal_003.csv,40,5120,5248,24.735043237,25.347646457,0,0.0
train,235,normal_003.csv,41,5248,5376,25.353273071,25.966482736,0,0.0
train,236,normal_003.csv,42,5376,5504,25.970237312,26.584336737,0,0.0
train,237,normal_003.csv,43,5504,5632,26.58995624,27.202282202,0,0.0
train,238,normal_003.csv,44,5632,5760,27.208092982,27.819892593,0,0.0
train,239,normal_003.csv,45,5760,5888,27.825531022,28.439261467,0,0.0
train,240,normal_003.csv,46,5888,6016,28.44302145,29.056315136,0,0.0
train,241,normal_003.csv,47,6016,6144,29.061930065,29.674007825,0,0.0
train,242,normal_003.csv,48,6144,6272,29.67956781,30.292833423,0,0.0
train,243,normal_003.csv,49,6272,6400,30.296732054,30.911346057,0,0.0
train,244,normal_003.csv,50,6400,6528,30.915262171,31.529351952,0,0.0
train,245,normal_003.csv,51,6528,6656,31.533224658,32.146493846,0,0.0
train,246,normal_003.csv,52,6656,6784,32.152089405,32.764612131,0,0.0
train,247,normal_003.csv,53,6784,6912,32.770189504,33.383316934,0,0.0
train,248,normal_003.csv,54,6912,7040,33.386984084,34.000541886,0,0.0
train,249,normal_003.csv,55,7040,7168,34.006192037,34.620097228,0,0.0
train,250,normal_003.csv,56,7168,7296,34.624035119,35.237451199,0,0.0
train,251,normal_003.csv,57,7296,7424,35.241282757,35.855061671,0,0.0
train,252,normal_003.csv,58,7424,7552,35.8609251,36.472916237,0,0.0
train,253,normal_003.csv,59,7552,7680,36.478612758,37.090611061,0,0.0
train,254,normal_003.csv,60,7680,7808,37.096282027,37.709155609,0,0.0
train,255,normal_003.csv,61,7808,7936,37.714813687,38.327601843,0,0.0
train,256,normal_003.csv,62,7936,8064,38.333229068,38.945760651,0,0.0
train,257,normal_003.csv,63,8064,8192,38.94967795,39.563171737,0,0.0
train,258,normal_003.csv,64,8192,8320,39.569074296,40.182782806,0,0.0
train,259,normal_003.csv,65,8320,8448,40.186515494,40.800612616,0,0.0
train,260,normal_003.csv,66,8448,8576,40.80439434,41.418827482,0,0.0
train,261,normal_003.csv,67,8576,8704,41.422565725,42.035811218,0,0.0
train,262,normal_003.csv,68,8704,8832,42.041396332,42.65340064,0,0.0
train,263,normal_003.csv,69,8832,8960,42.659193939,43.271266711,0,0.0
train,264,normal_003.csv,70,8960,9088,43.277037455,43.890124764,0,0.0
train,265,normal_003.csv,71,9088,9216,43.895816434,44.507989373,0,0.0
train,266,normal_003.csv,72,9216,9344,44.513649487,45.12566176,0,0.0
train,267,normal_003.csv,73,9344,9472,45.131378208,45.74385887,0,0.0
train,268,normal_003.csv,74,9472,9600,45.749435651,46.362351092,0,0.0
train,269,normal_003.csv,75,9600,9728,46.367945854,46.98119563,0,0.0
train,270,normal_003.csv,76,9728,9856,46.984971817,47.597703555,0,0.0
train,271,normal_003.csv,77,9856,9984,47.603333725,48.215882741,0,0.0
train,272,normal_003.csv,78,9984,10112,48.22158217,48.834045224,0,0.0
train,273,normal_003.csv,79,10112,10240,48.839882228,49.452760782,0,0.0
train,274,normal_003.csv,80,10240,10368,49.458486248,50.070299081,0,0.0
train,275,normal_003.csv,81,10368,10496,50.076162436,50.688402528,0,0.0
train,276,normal_003.csv,82,10496,10624,50.694100106,51.308008755,0,0.0
train,277,normal_003.csv,83,10624,10752,51.311789535,51.925808055,0,0.0
train,278,normal_003.csv,84,10752,10880,51.929981076,52.543024596,0,0.0
train,279,normal_003.csv,85,10880,11008,52.547485821,53.160996916,0,0.0
train,280,normal_003.csv,86,11008,11136,53.166844178,53.779596033,0,0.0
train,281,normal_003.csv,87,11136,11264,53.785346592,54.39707315,0,0.0
train,282,normal_003.csv,88,11264,11392,54.402786394,55.016324509,0,0.0
train,283,normal_003.csv,89,11392,11520,55.020621493,55.634372442,0,0.0
train,284,normal_003.csv,90,11520,11648,55.638825981,56.252221375,0,0.0
train,285,normal_003.csv,91,11648,11776,56.256049785,56.870684735,0,0.0
train,286,normal_003.csv,92,11776,11904,56.874415423,57.488143058,0,0.0
train,287,normal_003.csv,93,11904,12032,57.491841801,58.106751086,0,0.0
train,288,normal_003.csv,94,12032,12160,58.110548051,58.723449706,0,0.0
train,289,normal_003.csv,95,12160,12288,58.729009765,59.342350772,0,0.0
train,290,normal_003.csv,96,12288,12416,59.346192515,59.96092269,0,0.0
